[612, 1008]
[headline, [32.0, 0.0, 212.0, 25.5], TLOFwfviwC, 5656994]
[figure-caption, [604.0, 69.0, 114.0, 18.0], dRy_kf17zm, 5656994]
[figure-caption, [604.0, 87.0, 114.0, 18.0], dRy_kf17zm, 5656994]
[figure-caption, [353.0, 54.0, 96.0, 18.0], 7lv1qc3IEm, 5656994]
[figure-caption, [353.0, 72.0, 96.0, 18.0], 7lv1qc3IEm, 5656994]
[figure-caption, [353.0, 90.0, 96.0, 18.0], 7lv1qc3IEm, 5656994]
[figure-caption, [353.0, 108.0, 96.0, 18.0], 7lv1qc3IEm, 5656994]
[figure-caption, [853.0, 54.0, 110.0, 18.0], E1w2pGDdsI, 5656994]
[figure-caption, [853.0, 72.0, 110.0, 18.0], E1w2pGDdsI, 5656994]
[figure-caption, [853.0, 90.0, 110.0, 18.0], E1w2pGDdsI, 5656994]
[figure-caption, [853.0, 108.0, 110.0, 18.0], E1w2pGDdsI, 5656994]
[figure-caption, [103.0, 55.0, 110.0, 18.0], FgA2hCfNOU, 5656994]
[figure-caption, [103.0, 73.0, 110.0, 18.0], FgA2hCfNOU, 5656994]
[figure-caption, [103.0, 91.0, 110.0, 18.0], FgA2hCfNOU, 5656994]
[figure-caption, [850.0, 134.0, 112.0, 18.0], 1uYNgqILav, 5656994]
[figure-caption, [850.0, 152.0, 112.0, 18.0], 1uYNgqILav, 5656994]
[figure-caption, [850.0, 170.0, 112.0, 18.0], 1uYNgqILav, 5656994]
[figure-caption, [850.0, 188.0, 112.0, 18.0], 1uYNgqILav, 5656994]
[figure-caption, [354.0, 137.0, 110.0, 18.0], QKgjlCptr_, 5656994]
[figure-caption, [354.0, 155.0, 110.0, 18.0], QKgjlCptr_, 5656994]
[figure-caption, [354.0, 173.0, 110.0, 18.0], QKgjlCptr_, 5656994]
[figure-caption, [354.0, 191.0, 110.0, 18.0], QKgjlCptr_, 5656994]
[figure-caption, [101.0, 138.0, 110.0, 18.0], 1_dsXJCLn6, 5656994]
[figure-caption, [101.0, 156.0, 110.0, 18.0], 1_dsXJCLn6, 5656994]
[figure-caption, [101.0, 174.0, 110.0, 18.0], 1_dsXJCLn6, 5656994]
[figure-caption, [602.0, 139.0, 109.0, 18.0], mjG1_VuXES, 5656994]
[figure-caption, [602.0, 157.0, 109.0, 18.0], mjG1_VuXES, 5656994]
[figure-caption, [602.0, 175.0, 109.0, 18.0], mjG1_VuXES, 5656994]
[figure-caption, [600.0, 222.0, 125.0, 18.0], o6TtbvP4fI, 5656994]
[figure-caption, [600.0, 240.0, 125.0, 18.0], o6TtbvP4fI, 5656994]
[figure-caption, [600.0, 258.0, 125.0, 18.0], o6TtbvP4fI, 5656994]
[figure-caption, [600.0, 276.0, 125.0, 18.0], o6TtbvP4fI, 5656994]
[figure-caption, [853.0, 222.0, 113.0, 18.0], OAU5sYnFgJ, 5656994]
[figure-caption, [853.0, 240.0, 113.0, 18.0], OAU5sYnFgJ, 5656994]
[figure-caption, [853.0, 258.0, 113.0, 18.0], OAU5sYnFgJ, 5656994]
[figure-caption, [853.0, 276.0, 113.0, 18.0], OAU5sYnFgJ, 5656994]
[figure-caption, [356.0, 224.0, 106.0, 18.0], _V9Grnr-01, 5656994]
[figure-caption, [356.0, 242.0, 106.0, 18.0], _V9Grnr-01, 5656994]
[figure-caption, [356.0, 260.0, 106.0, 18.0], _V9Grnr-01, 5656994]
[figure-caption, [99.0, 225.0, 117.0, 18.0], 8KDMi3ITeW, 5656994]
[figure-caption, [99.0, 243.0, 117.0, 18.0], 8KDMi3ITeW, 5656994]
[figure-caption, [99.0, 261.0, 117.0, 18.0], 8KDMi3ITeW, 5656994]
