[1752, 1240]
[section-title, [454.0, 110.0, 359.0, 49.5], ufsVNOnzuw, 5707589]
[section-title, [454.0, 159.5, 359.0, 49.5], ufsVNOnzuw, 5707589]
[placeholder-text, [1004.0, 122.0, 145.0, 18.0], tTRoER2VLr, 5707589]
[placeholder-text, [1004.0, 140.0, 145.0, 18.0], tTRoER2VLr, 5707589]
[second-level-question, [142.0, 426.0, 767.0, 36.0], A2kHQOPkqb, 5707589]
[second-level-question, [142.0, 462.0, 767.0, 36.0], A2kHQOPkqb, 5707589]
[second-level-question, [142.0, 498.0, 767.0, 36.0], A2kHQOPkqb, 5707589]
[second-level-question, [142.0, 534.0, 767.0, 36.0], A2kHQOPkqb, 5707589]
[third-level-question, [224.0, 463.0, 556.0, 18.0], mnR6hUjx--, 5707589]
[third-level-question, [223.0, 496.0, 568.0, 18.0], DExGBmZNZZ, 5707589]
[third-level-question, [220.0, 530.0, 689.0, 18.0], shoonya_5sX5W9I521JCTL, 5707589]
[third-level-question, [220.0, 548.0, 689.0, 18.0], shoonya_5sX5W9I521JCTL, 5707589]
[second-level-question, [133.0, 570.0, 719.0, 36.0], hM6VyOhwjI, 5707589]
[second-level-question, [133.0, 606.0, 719.0, 36.0], hM6VyOhwjI, 5707589]
[second-level-question, [133.0, 642.0, 719.0, 36.0], hM6VyOhwjI, 5707589]
[second-level-question, [133.0, 678.0, 719.0, 36.0], hM6VyOhwjI, 5707589]
[third-level-question, [213.0, 601.0, 627.0, 18.0], shoonya_0sG76B35S7F3KA, 5707589]
[third-level-question, [213.0, 619.0, 627.0, 18.0], shoonya_0sG76B35S7F3KA, 5707589]
[third-level-question, [215.0, 636.0, 537.0, 18.0], shoonya_2sAJ4U6SYZISEH, 5707589]
[third-level-question, [215.0, 654.0, 537.0, 18.0], shoonya_2sAJ4U6SYZISEH, 5707589]
[third-level-question, [222.0, 670.0, 579.0, 18.0], shoonya_3sXU1UQBYTHT0P, 5707589]
[third-level-question, [222.0, 688.0, 579.0, 18.0], shoonya_3sXU1UQBYTHT0P, 5707589]
[second-level-question, [145.0, 843.0, 954.0, 36.0], 8vpIGsRpul, 5707589]
[second-level-question, [145.0, 879.0, 954.0, 36.0], 8vpIGsRpul, 5707589]
[second-level-question, [145.0, 915.0, 954.0, 36.0], 8vpIGsRpul, 5707589]
[second-level-question, [145.0, 951.0, 954.0, 36.0], 8vpIGsRpul, 5707589]
[second-level-question, [145.0, 987.0, 954.0, 36.0], 8vpIGsRpul, 5707589]
[second-level-question, [145.0, 1023.0, 954.0, 36.0], 8vpIGsRpul, 5707589]
[second-level-question, [145.0, 1059.0, 954.0, 36.0], 8vpIGsRpul, 5707589]
[third-level-question, [223.0, 874.0, 863.0, 18.0], i2H2RCsAfl, 5707589]
[third-level-question, [223.0, 892.0, 863.0, 18.0], i2H2RCsAfl, 5707589]
[third-level-question, [223.0, 910.0, 863.0, 18.0], i2H2RCsAfl, 5707589]
[third-level-question, [223.0, 928.0, 863.0, 18.0], i2H2RCsAfl, 5707589]
[third-level-question, [223.0, 946.0, 863.0, 18.0], i2H2RCsAfl, 5707589]
[third-level-question, [221.0, 975.0, 576.0, 18.0], q-QoMAIAeZ, 5707589]
[third-level-question, [221.0, 993.0, 576.0, 18.0], q-QoMAIAeZ, 5707589]
[third-level-question, [220.0, 1012.0, 877.0, 18.0], lfQ26sqpbL, 5707589]
[third-level-question, [220.0, 1030.0, 877.0, 18.0], lfQ26sqpbL, 5707589]
[third-level-question, [220.0, 1048.0, 877.0, 18.0], lfQ26sqpbL, 5707589]
[third-level-question, [220.0, 1066.0, 877.0, 18.0], lfQ26sqpbL, 5707589]
[third-level-question, [220.0, 1084.0, 877.0, 18.0], lfQ26sqpbL, 5707589]
[second-level-question, [139.0, 1110.0, 965.0, 36.0], rVdMuFz6U0, 5707589]
[second-level-question, [139.0, 1146.0, 965.0, 36.0], rVdMuFz6U0, 5707589]
[second-level-question, [139.0, 1182.0, 965.0, 36.0], rVdMuFz6U0, 5707589]
[second-level-question, [139.0, 1218.0, 965.0, 36.0], rVdMuFz6U0, 5707589]
[third-level-question, [220.0, 1145.0, 867.0, 18.0], D_ZmJAmmCo, 5707589]
[third-level-question, [220.0, 1163.0, 867.0, 18.0], D_ZmJAmmCo, 5707589]
[third-level-question, [220.0, 1181.0, 867.0, 18.0], D_ZmJAmmCo, 5707589]
[third-level-question, [220.0, 1215.0, 381.0, 18.0], 4LfjkhKr80, 5707589]
[third-level-question, [218.0, 1246.0, 883.0, 18.0], ex2Vad_mKA, 5707589]
[second-level-question, [144.0, 1373.0, 869.0, 36.0], 4LRZCv30PC, 5707589]
[second-level-question, [144.0, 1417.0, 976.0, 36.0], BQz9wI-9Qf, 5707589]
[second-level-question, [144.0, 1453.0, 976.0, 36.0], BQz9wI-9Qf, 5707589]
[second-level-question, [144.0, 1489.0, 976.0, 36.0], BQz9wI-9Qf, 5707589]
[second-level-question, [144.0, 1525.0, 976.0, 36.0], BQz9wI-9Qf, 5707589]
[third-level-question, [220.0, 1448.0, 359.0, 18.0], kWzFJnQSjt, 5707589]
[third-level-question, [220.0, 1480.0, 861.0, 18.0], uNZPiUa4-0, 5707589]
[third-level-question, [220.0, 1498.0, 861.0, 18.0], uNZPiUa4-0, 5707589]
[third-level-question, [220.0, 1516.0, 861.0, 18.0], uNZPiUa4-0, 5707589]
[third-level-question, [221.0, 1548.0, 894.0, 18.0], fP0IJy9yIN, 5707589]
[third-level-question, [221.0, 1566.0, 894.0, 18.0], fP0IJy9yIN, 5707589]
