[1754, 1241]
[section-title, [119.0, 69.0, 851.0, 49.5], shoonya_3sZBHMRKCCLOUN, 5719047]
[sub-section-title, [130.0, 127.0, 1010.0, 36.0], shoonya_4sFLCX1NRDSLVJ, 5719047]
[sidebar, [950.0, 228.0, 147.0, 36.0], bRuRtvBFy2, 5719047]
[second-level-question, [179.0, 256.0, 385.0, 36.0], HZjwTnYf08, 5719047]
[second-level-question, [182.0, 327.0, 317.0, 36.0], _pdBYTjkbu, 5719047]
[placeholder-text, [129.0, 403.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 421.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 439.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 457.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 475.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 493.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 511.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 529.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 547.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 565.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 583.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 601.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 619.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 637.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 655.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 673.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 691.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 709.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 727.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 745.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 763.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 781.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 799.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 817.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 835.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 853.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 871.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 889.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 907.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 925.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 943.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 961.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 979.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 997.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1015.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1033.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1051.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1069.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1087.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1105.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1123.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1141.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1159.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1177.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1195.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1213.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1231.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1249.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1267.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1285.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1303.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1321.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1339.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1357.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1375.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1393.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1411.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1429.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1447.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1465.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1483.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1501.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[placeholder-text, [129.0, 1519.0, 988.0, 18.0], 2X59WxIvvR, 5719047]
[folio, [55.0, 1612.0, 77.0, 36.0], shoonya_0s5YIAPXGUXN6V, 5719047]
