[864, 612]
[paragraph, [59.0, 71.0, 489.0, 18.0], hpJyKzlBwg, 5717602]
[paragraph, [59.0, 89.0, 489.0, 18.0], hpJyKzlBwg, 5717602]
[paragraph, [59.0, 107.0, 489.0, 18.0], hpJyKzlBwg, 5717602]
[ordered-list, [59.0, 149.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 167.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 185.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 203.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 221.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 239.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 257.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 275.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 293.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 311.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 329.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[ordered-list, [59.0, 347.0, 486.0, 18.0], 3FrRSELv2j, 5717602]
[sub-ordered-list, [87.0, 222.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[sub-ordered-list, [87.0, 240.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[sub-ordered-list, [87.0, 258.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[sub-ordered-list, [87.0, 276.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[sub-ordered-list, [87.0, 294.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[sub-ordered-list, [87.0, 312.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[sub-ordered-list, [87.0, 330.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[sub-ordered-list, [87.0, 348.0, 456.0, 18.0], tCm9zSBBPT, 5717602]
[ordered-list, [39.0, 423.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 441.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 459.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 477.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 495.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 513.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 531.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 549.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 567.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 585.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 603.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 621.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 639.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 657.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 675.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 693.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 711.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 729.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 747.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[ordered-list, [39.0, 765.0, 514.0, 18.0], t1I2AR5O7P, 5717602]
[sub-ordered-list, [49.0, 426.0, 500.0, 18.0], MuA89IQPsn, 5717602]
[sub-ordered-list, [49.0, 444.0, 500.0, 18.0], MuA89IQPsn, 5717602]
[sub-ordered-list, [49.0, 462.0, 500.0, 18.0], MuA89IQPsn, 5717602]
[sub-ordered-list, [49.0, 480.0, 500.0, 18.0], MuA89IQPsn, 5717602]
[sub-ordered-list, [49.0, 498.0, 500.0, 18.0], MuA89IQPsn, 5717602]
[sub-ordered-list, [49.0, 516.0, 500.0, 18.0], MuA89IQPsn, 5717602]
[sub-ordered-list, [51.0, 541.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 559.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 577.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 595.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 613.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 631.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 649.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 667.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 685.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 703.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 721.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 739.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[sub-ordered-list, [51.0, 757.0, 499.0, 18.0], tZ-ATFrUVG, 5717602]
[subsub-ordered-list, [92.0, 585.0, 455.0, 18.0], pFxTw-Di5Z, 5717602]
[subsub-ordered-list, [92.0, 603.0, 455.0, 18.0], pFxTw-Di5Z, 5717602]
[subsub-ordered-list, [92.0, 621.0, 455.0, 18.0], pFxTw-Di5Z, 5717602]
[subsub-ordered-list, [92.0, 639.0, 455.0, 18.0], pFxTw-Di5Z, 5717602]
[subsub-ordered-list, [92.0, 657.0, 455.0, 18.0], pFxTw-Di5Z, 5717602]
[subsub-ordered-list, [92.0, 675.0, 455.0, 18.0], pFxTw-Di5Z, 5717602]
