[596, 420]
[section-title, [32.0, 324.0, 220.0, 30.0], shoonya_5s1J3OUIEF156H, 5656192]
[unordered-list, [35.0, 361.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 379.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 397.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 415.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 433.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 451.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 469.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 487.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 505.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 523.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
[unordered-list, [35.0, 541.0, 367.0, 18.0], shoonya_0sLW2TNLJ56EWF, 5656192]
