[794, 596]
[section-title, [235.0, 70.0, 154.0, 30.0], shoonya_6s03U3PXOI42J2, 5730671]
[paragraph, [142.0, 176.0, 228.0, 18.0], onQcbANozz, 5730671]
[paragraph, [142.0, 194.0, 228.0, 18.0], onQcbANozz, 5730671]
[paragraph, [142.0, 212.0, 228.0, 18.0], onQcbANozz, 5730671]
[paragraph, [142.0, 230.0, 228.0, 18.0], onQcbANozz, 5730671]
[paragraph, [218.0, 311.0, 210.0, 18.0], J9yzJ_R6dC, 5730671]
[paragraph, [218.0, 329.0, 210.0, 18.0], J9yzJ_R6dC, 5730671]
[paragraph, [218.0, 347.0, 210.0, 18.0], J9yzJ_R6dC, 5730671]
[paragraph, [218.0, 365.0, 210.0, 18.0], J9yzJ_R6dC, 5730671]
[paragraph, [143.0, 447.0, 220.0, 18.0], qBQrIE5tNT, 5730671]
[paragraph, [143.0, 465.0, 220.0, 18.0], qBQrIE5tNT, 5730671]
[paragraph, [143.0, 483.0, 220.0, 18.0], qBQrIE5tNT, 5730671]
[paragraph, [143.0, 501.0, 220.0, 18.0], qBQrIE5tNT, 5730671]
[paragraph, [213.0, 584.0, 222.0, 18.0], shoonya_5sMBBBVX4D1FGF, 5730671]
[paragraph, [213.0, 602.0, 222.0, 18.0], shoonya_5sMBBBVX4D1FGF, 5730671]
[paragraph, [213.0, 620.0, 222.0, 18.0], shoonya_5sMBBBVX4D1FGF, 5730671]
[paragraph, [213.0, 638.0, 222.0, 18.0], shoonya_5sMBBBVX4D1FGF, 5730671]
