[1242, 863]
[chapter-title, [240.0, 32.0, 291.0, 30.0], shoonya_0sVPCCXX5VDG2K, 5776690]
[paragraph, [37.0, 91.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 109.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 127.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 145.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 163.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 181.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 199.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 217.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 235.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 253.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 271.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 289.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 307.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 325.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 343.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [37.0, 361.0, 664.0, 18.0], Mx7STHa6IS, 5776690]
[paragraph, [36.0, 393.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 411.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 429.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 447.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 465.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 483.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 501.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 519.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [36.0, 537.0, 666.0, 18.0], ytUJVeCFxJ, 5776690]
[paragraph, [37.0, 570.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 588.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 606.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 624.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 642.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 660.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 678.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 696.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 714.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 732.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 750.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 768.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 786.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 804.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 822.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 840.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [37.0, 858.0, 664.0, 18.0], dtk6vO1Nuj, 5776690]
[paragraph, [36.0, 890.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 908.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 926.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 944.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 962.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 980.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 998.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 1016.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 1034.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 1052.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 1070.0, 666.0, 18.0], wdIkQctfZR, 5776690]
[paragraph, [36.0, 1088.0, 666.0, 18.0], wdIkQctfZR, 5776690]
