[1050, 892]
[section-title, [54.0, 32.0, 801.0, 30.0], shoonya_5s9T28IYNGZPD7, 5779752]
[section-title, [54.0, 62.0, 801.0, 30.0], shoonya_5s9T28IYNGZPD7, 5779752]
[sub-section-title, [166.0, 97.0, 565.0, 25.5], fZcY2vi3DY, 5779752]
[sub-section-title, [166.0, 122.5, 565.0, 25.5], fZcY2vi3DY, 5779752]
[subsub-section-title, [49.0, 182.0, 241.0, 15.0], shoonya_10sE7KWM7ZQLD9, 5779752]
[subsub-section-title, [49.0, 197.0, 241.0, 15.0], shoonya_10sE7KWM7ZQLD9, 5779752]
[paragraph, [454.0, 182.0, 384.0, 18.0], shoonya_11s3HL09LCFL8Y, 5779752]
[paragraph, [454.0, 200.0, 384.0, 18.0], shoonya_11s3HL09LCFL8Y, 5779752]
[paragraph, [454.0, 218.0, 384.0, 18.0], shoonya_11s3HL09LCFL8Y, 5779752]
[paragraph, [46.0, 216.0, 384.0, 18.0], shoonya_2s4RZLV5K401H5, 5779752]
[paragraph, [46.0, 234.0, 384.0, 18.0], shoonya_2s4RZLV5K401H5, 5779752]
[paragraph, [46.0, 252.0, 384.0, 18.0], shoonya_2s4RZLV5K401H5, 5779752]
[paragraph, [46.0, 270.0, 384.0, 18.0], shoonya_2s4RZLV5K401H5, 5779752]
[subsub-section-title, [460.0, 240.0, 241.0, 15.0], shoonya_18s5KYGEEYWMIP, 5779752]
[paragraph, [452.0, 253.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[paragraph, [452.0, 271.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[paragraph, [452.0, 289.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[paragraph, [452.0, 307.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[paragraph, [452.0, 325.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[paragraph, [452.0, 343.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[paragraph, [452.0, 361.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[paragraph, [452.0, 379.0, 386.0, 18.0], shoonya_7sHINYA5TV5ZPY, 5779752]
[subsub-section-title, [52.0, 307.0, 313.0, 15.0], shoonya_13s7YL8MU2XT5D, 5779752]
[paragraph, [51.0, 324.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[paragraph, [51.0, 342.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[paragraph, [51.0, 360.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[paragraph, [51.0, 378.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[paragraph, [51.0, 396.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[paragraph, [51.0, 414.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[paragraph, [51.0, 432.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[paragraph, [51.0, 450.0, 381.0, 18.0], shoonya_1sVMZLGNP1W1L1, 5779752]
[subsub-section-title, [455.0, 400.0, 117.0, 15.0], shoonya_16sFNBB7SCTJZS, 5779752]
[paragraph, [452.0, 415.0, 386.0, 18.0], shoonya_3sC8UFBZEPNR7W, 5779752]
[paragraph, [452.0, 433.0, 386.0, 18.0], shoonya_3sC8UFBZEPNR7W, 5779752]
[paragraph, [452.0, 451.0, 386.0, 18.0], shoonya_3sC8UFBZEPNR7W, 5779752]
[subsub-section-title, [450.0, 471.0, 259.0, 15.0], qlRH2ZdwtV, 5779752]
[paragraph, [453.0, 489.0, 386.0, 18.0], shoonya_6sBWD759PW9W4R, 5779752]
[paragraph, [453.0, 507.0, 386.0, 18.0], shoonya_6sBWD759PW9W4R, 5779752]
[subsub-section-title, [50.0, 499.0, 78.0, 15.0], shoonya_8sR8HU18C6IKPA, 5779752]
[paragraph, [51.0, 514.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[paragraph, [51.0, 532.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[paragraph, [51.0, 550.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[paragraph, [51.0, 568.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[paragraph, [51.0, 586.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[paragraph, [51.0, 604.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[paragraph, [51.0, 622.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[paragraph, [51.0, 640.0, 379.0, 18.0], shoonya_0sISPSL69I4DRR, 5779752]
[subsub-section-title, [456.0, 543.0, 212.0, 15.0], Ahg2URv5FY, 5779752]
[paragraph, [451.0, 558.0, 387.0, 18.0], shoonya_4sLCN4CYPT0C3O, 5779752]
[paragraph, [451.0, 576.0, 387.0, 18.0], shoonya_4sLCN4CYPT0C3O, 5779752]
[paragraph, [451.0, 594.0, 387.0, 18.0], shoonya_4sLCN4CYPT0C3O, 5779752]
[paragraph, [451.0, 612.0, 387.0, 18.0], shoonya_4sLCN4CYPT0C3O, 5779752]
[paragraph, [451.0, 630.0, 387.0, 18.0], shoonya_4sLCN4CYPT0C3O, 5779752]
[paragraph, [451.0, 648.0, 387.0, 18.0], shoonya_4sLCN4CYPT0C3O, 5779752]
