[1625, 1211]
[section-title, [782.0, 60.0, 362.0, 49.5], shoonya_4sZGHNCIVTMTUI, 5742046]
[paragraph, [71.0, 77.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 113.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 149.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 185.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 221.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 257.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 293.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 329.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [71.0, 365.0, 349.0, 36.0], shoonya_3s5DFDPIGSPO8O, 5742046]
[paragraph, [434.0, 85.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 121.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 157.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 193.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 229.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 265.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 301.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 337.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[paragraph, [434.0, 373.0, 337.0, 36.0], shoonya_1sQ5WO8A3SK6WY, 5742046]
[author, [818.0, 145.0, 313.0, 36.0], PUnm9c3YNU, 5742046]
[author, [835.0, 201.0, 261.0, 36.0], 4Mx5tIBQ_7, 5742046]
[paragraph, [783.0, 250.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 286.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 322.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 358.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 394.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 430.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 466.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 502.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 538.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 574.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 610.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 646.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 682.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 718.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 754.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 790.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 826.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 862.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 898.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 934.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 970.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [783.0, 1006.0, 345.0, 36.0], gYLPlcWBIU, 5742046]
[paragraph, [435.0, 444.0, 338.0, 36.0], bUPlJmwkg-, 5742046]
[paragraph, [435.0, 480.0, 338.0, 36.0], bUPlJmwkg-, 5742046]
[paragraph, [75.0, 445.0, 332.0, 36.0], dI2LaMWmZA, 5742046]
[paragraph, [75.0, 481.0, 332.0, 36.0], dI2LaMWmZA, 5742046]
[paragraph, [75.0, 517.0, 332.0, 36.0], dI2LaMWmZA, 5742046]
[paragraph, [75.0, 553.0, 332.0, 36.0], dI2LaMWmZA, 5742046]
[paragraph, [75.0, 589.0, 332.0, 36.0], dI2LaMWmZA, 5742046]
[paragraph, [75.0, 625.0, 332.0, 36.0], dI2LaMWmZA, 5742046]
[paragraph, [431.0, 551.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 587.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 623.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 659.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 695.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 731.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 767.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 803.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 839.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [431.0, 875.0, 333.0, 36.0], KFaeSRKu6I, 5742046]
[paragraph, [71.0, 695.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 731.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 767.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 803.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
