[1565, 1152]
[section-title, [730.0, 92.0, 273.0, 49.5], shoonya_4sOD94XCEL18F5, 5713371]
[paragraph, [121.0, 149.0, 915.0, 36.0], shoonya_9sL249COXPVV72, 5713371]
[paragraph, [121.0, 185.0, 915.0, 36.0], shoonya_9sL249COXPVV72, 5713371]
[paragraph, [128.0, 241.0, 901.0, 36.0], shoonya_6sJE5D1CPDB8Y7, 5713371]
[paragraph, [128.0, 277.0, 901.0, 36.0], shoonya_6sJE5D1CPDB8Y7, 5713371]
[paragraph, [128.0, 313.0, 901.0, 36.0], shoonya_6sJE5D1CPDB8Y7, 5713371]
[paragraph, [590.0, 922.0, 452.0, 36.0], shoonya_2s33C05JPC56YT, 5713371]
[paragraph, [590.0, 958.0, 452.0, 36.0], shoonya_2s33C05JPC56YT, 5713371]
[paragraph, [590.0, 994.0, 452.0, 36.0], shoonya_2s33C05JPC56YT, 5713371]
[paragraph, [590.0, 1030.0, 452.0, 36.0], shoonya_2s33C05JPC56YT, 5713371]
[paragraph, [590.0, 1066.0, 452.0, 36.0], shoonya_2s33C05JPC56YT, 5713371]
[paragraph, [590.0, 1102.0, 452.0, 36.0], shoonya_2s33C05JPC56YT, 5713371]
[paragraph, [590.0, 1138.0, 452.0, 36.0], shoonya_2s33C05JPC56YT, 5713371]
[paragraph, [588.0, 1190.0, 446.0, 36.0], shoonya_1sJ3LN2PNJ7VOA, 5713371]
[paragraph, [588.0, 1226.0, 446.0, 36.0], shoonya_1sJ3LN2PNJ7VOA, 5713371]
[paragraph, [588.0, 1262.0, 446.0, 36.0], shoonya_1sJ3LN2PNJ7VOA, 5713371]
[paragraph, [588.0, 1298.0, 446.0, 36.0], shoonya_1sJ3LN2PNJ7VOA, 5713371]
[paragraph, [588.0, 1334.0, 446.0, 36.0], shoonya_1sJ3LN2PNJ7VOA, 5713371]
[paragraph, [588.0, 1370.0, 446.0, 36.0], shoonya_1sJ3LN2PNJ7VOA, 5713371]
[figure-caption, [198.0, 1197.0, 271.0, 36.0], shoonya_10sZHIKVVJQGNV, 5713371]
[figure-caption, [198.0, 1233.0, 271.0, 36.0], shoonya_10sZHIKVVJQGNV, 5713371]
[figure-caption, [198.0, 1269.0, 271.0, 36.0], shoonya_10sZHIKVVJQGNV, 5713371]
[folio, [111.0, 1445.0, 142.0, 36.0], TFu_0urdeU, 5713371]
