[1278, 915]
[chapter-title, [270.0, 55.0, 236.0, 30.0], shoonya_0sJ9J58EIH1V2N, 5775921]
[paragraph, [70.0, 100.0, 656.0, 18.0], WE4EyRyYyW, 5775921]
[paragraph, [70.0, 118.0, 656.0, 18.0], WE4EyRyYyW, 5775921]
[paragraph, [67.0, 146.0, 654.0, 18.0], t6Q2StalOE, 5775921]
[paragraph, [67.0, 164.0, 654.0, 18.0], t6Q2StalOE, 5775921]
[paragraph, [67.0, 182.0, 654.0, 18.0], t6Q2StalOE, 5775921]
[paragraph, [67.0, 200.0, 654.0, 18.0], t6Q2StalOE, 5775921]
[paragraph, [67.0, 218.0, 654.0, 18.0], t6Q2StalOE, 5775921]
[paragraph, [67.0, 236.0, 654.0, 18.0], t6Q2StalOE, 5775921]
[paragraph, [67.0, 254.0, 654.0, 18.0], t6Q2StalOE, 5775921]
[paragraph, [64.0, 275.0, 656.0, 18.0], mKnHjUFFjX, 5775921]
[paragraph, [64.0, 293.0, 656.0, 18.0], mKnHjUFFjX, 5775921]
[paragraph, [64.0, 311.0, 656.0, 18.0], mKnHjUFFjX, 5775921]
[paragraph, [64.0, 329.0, 656.0, 18.0], mKnHjUFFjX, 5775921]
[paragraph, [64.0, 347.0, 656.0, 18.0], mKnHjUFFjX, 5775921]
[paragraph, [65.0, 377.0, 649.0, 18.0], i5dedkQHVN, 5775921]
[paragraph, [65.0, 395.0, 649.0, 18.0], i5dedkQHVN, 5775921]
[paragraph, [65.0, 420.0, 648.0, 18.0], AM-I_dXjC6, 5775921]
[paragraph, [65.0, 438.0, 648.0, 18.0], AM-I_dXjC6, 5775921]
[paragraph, [60.0, 472.0, 655.0, 18.0], 7WSvDgXu93, 5775921]
[paragraph, [64.0, 500.0, 650.0, 18.0], a9nkb9fH5I, 5775921]
[paragraph, [64.0, 518.0, 650.0, 18.0], a9nkb9fH5I, 5775921]
[paragraph, [64.0, 536.0, 650.0, 18.0], a9nkb9fH5I, 5775921]
[paragraph, [64.0, 554.0, 650.0, 18.0], a9nkb9fH5I, 5775921]
[paragraph, [64.0, 572.0, 650.0, 18.0], a9nkb9fH5I, 5775921]
[paragraph, [64.0, 590.0, 650.0, 18.0], a9nkb9fH5I, 5775921]
[paragraph, [60.0, 626.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 644.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 662.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 680.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 698.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 716.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 734.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 752.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 770.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 788.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 806.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 824.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 842.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 860.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [60.0, 878.0, 658.0, 18.0], WCfXsIc65c, 5775921]
[paragraph, [59.0, 902.0, 653.0, 18.0], LpdgsCtLko, 5775921]
[paragraph, [59.0, 920.0, 653.0, 18.0], LpdgsCtLko, 5775921]
[paragraph, [59.0, 938.0, 653.0, 18.0], LpdgsCtLko, 5775921]
[paragraph, [61.0, 972.0, 656.0, 18.0], 02zzVivWxp, 5775921]
[paragraph, [61.0, 990.0, 656.0, 18.0], 02zzVivWxp, 5775921]
[paragraph, [61.0, 1008.0, 656.0, 18.0], 02zzVivWxp, 5775921]
[paragraph, [61.0, 1026.0, 656.0, 18.0], 02zzVivWxp, 5775921]
[paragraph, [61.0, 1044.0, 656.0, 18.0], 02zzVivWxp, 5775921]
[paragraph, [61.0, 1062.0, 656.0, 18.0], 02zzVivWxp, 5775921]
[paragraph, [61.0, 1080.0, 656.0, 18.0], 02zzVivWxp, 5775921]
