[1754, 1240]
[paragraph, [152.0, 155.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 191.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 227.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 263.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 299.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 335.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 371.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 407.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [152.0, 443.0, 300.0, 36.0], shoonya_6sW3WJPO25K4N7, 5722710]
[paragraph, [465.0, 156.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 192.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 228.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 264.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 300.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 336.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 372.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 408.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 444.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [465.0, 480.0, 299.0, 36.0], shoonya_8sN9N94SIH7GM4, 5722710]
[paragraph, [779.0, 156.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 192.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 228.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 264.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 300.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 336.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 372.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 408.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 444.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 480.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 516.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 552.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 588.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 624.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [779.0, 660.0, 300.0, 36.0], shoonya_2sU7LQBZWU1NA4, 5722710]
[paragraph, [153.0, 486.0, 299.0, 36.0], shoonya_7sF6M4DOAJVSAO, 5722710]
[paragraph, [153.0, 522.0, 299.0, 36.0], shoonya_7sF6M4DOAJVSAO, 5722710]
[paragraph, [153.0, 558.0, 299.0, 36.0], shoonya_7sF6M4DOAJVSAO, 5722710]
[paragraph, [153.0, 594.0, 299.0, 36.0], shoonya_7sF6M4DOAJVSAO, 5722710]
[paragraph, [153.0, 630.0, 299.0, 36.0], shoonya_7sF6M4DOAJVSAO, 5722710]
[paragraph, [153.0, 666.0, 299.0, 36.0], shoonya_7sF6M4DOAJVSAO, 5722710]
[sub-headline, [485.0, 528.0, 216.0, 36.0], shoonya_12sH3NLPI2KE8N, 5722710]
[paragraph, [466.0, 573.0, 299.0, 36.0], shoonya_9sSI4V3IKX8KM7, 5722710]
[paragraph, [466.0, 609.0, 299.0, 36.0], shoonya_9sSI4V3IKX8KM7, 5722710]
[paragraph, [466.0, 645.0, 299.0, 36.0], shoonya_9sSI4V3IKX8KM7, 5722710]
[paragraph, [466.0, 681.0, 299.0, 36.0], shoonya_9sSI4V3IKX8KM7, 5722710]
[paragraph, [153.0, 755.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 791.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 827.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 863.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 899.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 935.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 971.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 1007.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 1043.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [153.0, 1079.0, 298.0, 36.0], shoonya_3sYZBL45AUHCDJ, 5722710]
[paragraph, [466.0, 755.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 791.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 827.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 863.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 899.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 935.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 971.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 1007.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 1043.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [466.0, 1079.0, 298.0, 36.0], shoonya_1sU2P61JJLNQF1, 5722710]
[paragraph, [780.0, 758.0, 282.0, 36.0], shoonya_10sE3X7VKI06ZL, 5722710]
[paragraph, [780.0, 825.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 861.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 897.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 933.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 969.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1005.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1041.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1077.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1113.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1149.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1185.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1221.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1257.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1293.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1329.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [780.0, 1365.0, 281.0, 36.0], shoonya_0sEKI47AQGSJGS, 5722710]
[paragraph, [154.0, 1127.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [154.0, 1163.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [154.0, 1199.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [154.0, 1235.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [154.0, 1271.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [154.0, 1307.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [154.0, 1343.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [154.0, 1379.0, 296.0, 36.0], shoonya_4sQH8FLFK9DSKJ, 5722710]
[paragraph, [466.0, 1150.0, 297.0, 36.0], shoonya_5s8NV8NSNQQCS8, 5722710]
[paragraph, [466.0, 1186.0, 297.0, 36.0], shoonya_5s8NV8NSNQQCS8, 5722710]
[paragraph, [466.0, 1222.0, 297.0, 36.0], shoonya_5s8NV8NSNQQCS8, 5722710]
[paragraph, [466.0, 1258.0, 297.0, 36.0], shoonya_5s8NV8NSNQQCS8, 5722710]
[paragraph, [466.0, 1294.0, 297.0, 36.0], shoonya_5s8NV8NSNQQCS8, 5722710]
[paragraph, [466.0, 1330.0, 297.0, 36.0], shoonya_5s8NV8NSNQQCS8, 5722710]
[paragraph, [466.0, 1366.0, 297.0, 36.0], shoonya_5s8NV8NSNQQCS8, 5722710]
[website-link, [45.0, 1697.0, 342.0, 18.0], shoonya_13sAG6XSFOOLFA, 5722710]
