[1388, 886]
[folio, [38.0, 52.0, 130.0, 18.0], shoonya_2sWUS41HHK4RMF, 5742998]
[folio, [397.0, 55.0, 138.0, 18.0], shoonya_1sKEYNU5BZ23FC, 5742998]
[paragraph, [456.0, 110.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 128.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 146.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 164.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 182.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 200.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 218.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 236.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 254.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 272.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 290.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 308.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 326.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 344.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 362.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 380.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 398.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 416.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 434.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 452.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 470.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 488.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 506.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 524.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 542.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 560.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [456.0, 578.0, 402.0, 18.0], joCQ9qhOna, 5742998]
[paragraph, [32.0, 118.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 136.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 154.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 172.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 190.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 208.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 226.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 244.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 262.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 280.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [32.0, 298.0, 401.0, 18.0], FTDCqEJemb, 5742998]
[paragraph, [31.0, 335.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 353.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 371.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 389.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 407.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 425.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 443.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 461.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 479.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 497.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 515.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 533.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 551.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 569.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 587.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 605.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 623.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 641.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 659.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 677.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 695.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 713.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 731.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 749.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 767.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 785.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 803.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 821.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 839.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 857.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 875.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 893.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 911.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 929.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 947.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 965.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
