[1945, 1492]
[chapter-title, [501.0, 175.0, 490.0, 58.5], shoonya_4sHAOV9RSRUPW3, 5749341]
[paragraph, [220.0, 281.0, 1038.0, 36.0], K5WzzhSUjY, 5749341]
[paragraph, [220.0, 317.0, 1038.0, 36.0], K5WzzhSUjY, 5749341]
[paragraph, [214.0, 379.0, 1048.0, 36.0], u1RVvNLioY, 5749341]
[paragraph, [214.0, 415.0, 1048.0, 36.0], u1RVvNLioY, 5749341]
[paragraph, [214.0, 451.0, 1048.0, 36.0], u1RVvNLioY, 5749341]
[paragraph, [217.0, 510.0, 1052.0, 36.0], shoonya_2sE8YHIP8RGVRD, 5749341]
[paragraph, [217.0, 546.0, 1052.0, 36.0], shoonya_2sE8YHIP8RGVRD, 5749341]
[paragraph, [217.0, 582.0, 1052.0, 36.0], shoonya_2sE8YHIP8RGVRD, 5749341]
[paragraph, [217.0, 618.0, 1052.0, 36.0], shoonya_2sE8YHIP8RGVRD, 5749341]
[paragraph, [221.0, 694.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 730.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 766.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 802.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 838.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 874.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 910.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 946.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 982.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1018.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1054.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1090.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1126.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1162.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1198.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1234.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [221.0, 1270.0, 1045.0, 36.0], shoonya_0sSVCQY670MIYR, 5749341]
[paragraph, [225.0, 1320.0, 1040.0, 36.0], YSxNbAoF_W, 5749341]
[paragraph, [225.0, 1356.0, 1040.0, 36.0], YSxNbAoF_W, 5749341]
[paragraph, [225.0, 1392.0, 1040.0, 36.0], YSxNbAoF_W, 5749341]
[paragraph, [225.0, 1428.0, 1040.0, 36.0], YSxNbAoF_W, 5749341]
[paragraph, [225.0, 1464.0, 1040.0, 36.0], YSxNbAoF_W, 5749341]
[paragraph, [225.0, 1500.0, 1040.0, 36.0], YSxNbAoF_W, 5749341]
[paragraph, [227.0, 1551.0, 1046.0, 36.0], 9Ho8eL5giI, 5749341]
[paragraph, [227.0, 1587.0, 1046.0, 36.0], 9Ho8eL5giI, 5749341]
[paragraph, [227.0, 1623.0, 1046.0, 36.0], 9Ho8eL5giI, 5749341]
