[2339, 1654]
[folio, [1326.0, 47.0, 242.0, 36.0], ktfD70sPNI, 5751161]
[paragraph, [252.0, 91.0, 1158.0, 36.0], 25Mm_8RwF3, 5751161]
[paragraph, [252.0, 127.0, 1158.0, 36.0], 25Mm_8RwF3, 5751161]
[paragraph, [252.0, 163.0, 1158.0, 36.0], 25Mm_8RwF3, 5751161]
[paragraph, [252.0, 199.0, 1158.0, 36.0], 25Mm_8RwF3, 5751161]
[paragraph, [252.0, 235.0, 1158.0, 36.0], 25Mm_8RwF3, 5751161]
[reference, [768.0, 312.0, 622.0, 36.0], shoonya_0s63GLT3O3IQKB, 5751161]
[paragraph, [80.0, 360.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 396.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 432.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 468.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 504.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 540.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 576.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 612.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 648.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 684.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 720.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 756.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 792.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 828.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 864.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 900.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 936.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 972.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1008.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1044.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1080.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1116.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1152.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1188.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1224.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1260.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1296.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1332.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1368.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1404.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1440.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1476.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1512.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1548.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1584.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1620.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1656.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1692.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1728.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1764.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [80.0, 1800.0, 1487.0, 36.0], shoonya_2sG7TTUVHATHDX, 5751161]
[paragraph, [87.0, 1837.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 1873.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 1909.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 1945.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 1981.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 2017.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 2053.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 2089.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 2125.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 2161.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
[paragraph, [87.0, 2197.0, 1453.0, 36.0], shoonya_1sPK4V3VW70VC9, 5751161]
