[1220, 755]
[chapter-title, [114.0, 51.0, 537.0, 30.0], NUTevc_a6h, 6470091]
[paragraph, [65.0, 144.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 162.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 180.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 198.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 216.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 234.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 252.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 270.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 288.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 306.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 324.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 342.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 360.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 378.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 396.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [65.0, 414.0, 626.0, 18.0], shoonya_0s1I78E1WF97IM, 6470091]
[paragraph, [67.0, 449.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 467.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 485.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 503.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 521.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 539.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 557.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 575.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 593.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 611.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 629.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 647.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 665.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [67.0, 683.0, 625.0, 18.0], _ZZ7msobtf, 6470091]
[paragraph, [64.0, 722.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 740.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 758.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 776.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 794.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 812.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 830.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 848.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 866.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 884.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 902.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 920.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 938.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 956.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 974.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 992.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 1010.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 1028.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 1046.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 1064.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
[paragraph, [64.0, 1082.0, 629.0, 18.0], DyqrqiTm9p, 6470091]
