[3509, 2480]
[paragraph, [337.0, 387.0, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 439.5, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 492.0, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 544.5, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 597.0, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 649.5, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 702.0, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 754.5, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [337.0, 807.0, 1814.0, 52.5], oEBPua-Fu9, 5723686]
[paragraph, [340.0, 935.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 987.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1040.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1092.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1145.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1197.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1250.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1302.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1355.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1407.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1460.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1512.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1565.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1617.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1670.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1722.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1775.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1827.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1880.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1932.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 1985.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2037.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2090.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2142.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2195.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2247.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2300.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2352.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2405.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2457.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2510.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2562.5, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[paragraph, [340.0, 2615.0, 1808.0, 52.5], S1FwBzwVY2, 5723686]
[footnote, [367.0, 2795.0, 1767.0, 52.5], shoonya_0s7J7EZLRJTI12, 5723686]
[footnote, [367.0, 2847.5, 1767.0, 52.5], shoonya_0s7J7EZLRJTI12, 5723686]
[footnote, [367.0, 2900.0, 1767.0, 52.5], shoonya_0s7J7EZLRJTI12, 5723686]
[footnote, [367.0, 2952.5, 1767.0, 52.5], shoonya_0s7J7EZLRJTI12, 5723686]
[footnote, [367.0, 3005.0, 1767.0, 52.5], shoonya_0s7J7EZLRJTI12, 5723686]
[footnote, [367.0, 3057.5, 1767.0, 52.5], shoonya_0s7J7EZLRJTI12, 5723686]
