[1241, 827]
[section-title, [68.0, 66.0, 135.0, 30.0], shoonya_0sW1KYI5CNKTCI, 6478079]
[paragraph, [66.0, 133.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 151.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 169.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 187.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 205.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 223.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 241.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 259.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 277.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 295.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 313.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 331.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 349.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 367.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 385.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 403.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 421.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 439.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 457.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 475.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 493.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 511.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 529.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 547.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[paragraph, [66.0, 565.0, 598.0, 18.0], PrwjSoSnHq, 6478079]
[contact-info, [223.0, 1041.0, 359.0, 18.0], shoonya_3sTNAH9UDBLQRY, 6478079]
[contact-info, [223.0, 1059.0, 359.0, 18.0], shoonya_3sTNAH9UDBLQRY, 6478079]
[contact-info, [223.0, 1077.0, 359.0, 18.0], shoonya_3sTNAH9UDBLQRY, 6478079]
[contact-info, [223.0, 1095.0, 359.0, 18.0], shoonya_3sTNAH9UDBLQRY, 6478079]
[contact-info, [223.0, 1113.0, 359.0, 18.0], shoonya_3sTNAH9UDBLQRY, 6478079]
[contact-info, [223.0, 1131.0, 359.0, 18.0], shoonya_3sTNAH9UDBLQRY, 6478079]
[contact-info, [223.0, 1149.0, 359.0, 18.0], shoonya_3sTNAH9UDBLQRY, 6478079]
[website-link, [290.0, 1149.0, 95.0, 18.0], Jn4OMMWIgm, 6478079]
