[1241, 827]
[folio, [376.0, 52.0, 300.0, 18.0], qEH8_MgsZG, 6478083]
[paragraph, [108.0, 141.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 159.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 177.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 195.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 213.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 231.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 249.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 267.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 285.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 303.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 321.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [108.0, 339.0, 638.0, 18.0], shoonya_3sV4WS9L1MAYT2, 6478083]
[paragraph, [110.0, 381.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 399.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 417.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 435.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 453.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 471.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 489.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 507.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 525.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [110.0, 543.0, 642.0, 18.0], shoonya_2sU50F98V5WT33, 6478083]
[paragraph, [108.0, 589.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 607.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 625.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 643.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 661.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 679.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 697.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 715.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 733.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 751.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 769.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[paragraph, [108.0, 787.0, 635.0, 18.0], shoonya_0sA9B4WPR5R9EK, 6478083]
[unordered-list, [141.0, 817.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 835.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 853.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 871.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 889.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 907.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 925.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 943.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 961.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 979.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 997.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 1015.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 1033.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[unordered-list, [141.0, 1051.0, 607.0, 18.0], shoonya_1sYAVZ2JSPWJA4, 6478083]
[paragraph, [112.0, 1079.0, 629.0, 18.0], _5WIGWuaG-, 6478083]
[paragraph, [112.0, 1097.0, 629.0, 18.0], _5WIGWuaG-, 6478083]
[paragraph, [112.0, 1115.0, 629.0, 18.0], _5WIGWuaG-, 6478083]
[paragraph, [112.0, 1133.0, 629.0, 18.0], _5WIGWuaG-, 6478083]
[paragraph, [112.0, 1151.0, 629.0, 18.0], _5WIGWuaG-, 6478083]
