[1298, 853]
[section-title, [313.0, 206.0, 233.0, 30.0], shoonya_1sX5KSQIAOEGMS, 5709745]
[paragraph, [61.0, 263.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 281.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 299.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 317.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 335.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 353.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 371.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 389.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 407.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 425.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 443.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 461.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 479.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 497.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 515.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 533.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 551.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 569.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 587.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 605.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 623.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 641.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 659.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 677.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 695.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 713.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 731.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 749.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 767.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 785.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 803.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 821.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 839.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 857.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 875.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 893.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 911.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 929.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [61.0, 947.0, 748.0, 18.0], shoonya_2sS6SG289836H0, 5709745]
[paragraph, [62.0, 986.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1004.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1022.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1040.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1058.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1076.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1094.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1112.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1130.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1148.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1166.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1184.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1202.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1220.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
[paragraph, [62.0, 1238.0, 746.0, 18.0], shoonya_0s1DTTFE02E1IS, 5709745]
