[1565, 1152]
[headline, [186.0, 79.0, 771.0, 37.5], shoonya_7sJD2T5P3NH3NH, 5722897]
[headline, [186.0, 116.5, 771.0, 37.5], shoonya_7sJD2T5P3NH3NH, 5722897]
[author, [594.0, 173.0, 303.0, 36.0], shoonya_14s9UBA5HPMT9O, 5722897]
[paragraph, [72.0, 178.0, 500.0, 36.0], shoonya_5s3KOPWJYJ9KRI, 5722897]
[paragraph, [72.0, 214.0, 500.0, 36.0], shoonya_5s3KOPWJYJ9KRI, 5722897]
[paragraph, [72.0, 250.0, 500.0, 36.0], shoonya_5s3KOPWJYJ9KRI, 5722897]
[paragraph, [72.0, 286.0, 500.0, 36.0], shoonya_5s3KOPWJYJ9KRI, 5722897]
[paragraph, [72.0, 322.0, 500.0, 36.0], shoonya_5s3KOPWJYJ9KRI, 5722897]
[paragraph, [572.0, 219.0, 493.0, 36.0], shoonya_3s91MVWVRG8JDR, 5722897]
[paragraph, [572.0, 255.0, 493.0, 36.0], shoonya_3s91MVWVRG8JDR, 5722897]
[paragraph, [572.0, 291.0, 493.0, 36.0], shoonya_3s91MVWVRG8JDR, 5722897]
[paragraph, [572.0, 327.0, 493.0, 36.0], shoonya_3s91MVWVRG8JDR, 5722897]
[paragraph, [70.0, 378.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 414.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 450.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 486.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 522.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 558.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 594.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 630.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 666.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [70.0, 702.0, 375.0, 36.0], shoonya_4sRCVE9M535UUG, 5722897]
[paragraph, [696.0, 378.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[paragraph, [696.0, 414.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[paragraph, [696.0, 450.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[paragraph, [696.0, 486.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[paragraph, [696.0, 522.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[paragraph, [696.0, 558.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[paragraph, [696.0, 594.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[paragraph, [696.0, 630.0, 368.0, 36.0], shoonya_1s81LP4KBIR8UW, 5722897]
[ordered-list, [697.0, 688.0, 367.0, 36.0], shoonya_10sG9RNC187VG6, 5722897]
[paragraph, [76.0, 752.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 788.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 824.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 860.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 896.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 932.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 968.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 1004.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 1040.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 1076.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 1112.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 1148.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[paragraph, [76.0, 1184.0, 494.0, 36.0], shoonya_0sL0T5KKJWT67X, 5722897]
[ordered-list, [585.0, 754.0, 475.0, 36.0], shoonya_9s9W5B7M1L6SI4, 5722897]
[ordered-list, [573.0, 796.0, 493.0, 36.0], shoonya_6sX0FPY8J0J2Q0, 5722897]
[ordered-list, [573.0, 832.0, 493.0, 36.0], shoonya_6sX0FPY8J0J2Q0, 5722897]
[ordered-list, [573.0, 868.0, 493.0, 36.0], shoonya_6sX0FPY8J0J2Q0, 5722897]
[ordered-list, [570.0, 909.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[ordered-list, [570.0, 945.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[ordered-list, [570.0, 981.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[ordered-list, [570.0, 1017.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[ordered-list, [570.0, 1053.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[ordered-list, [570.0, 1089.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[ordered-list, [570.0, 1125.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[ordered-list, [570.0, 1161.0, 497.0, 36.0], shoonya_8sHZTJM80FCBET, 5722897]
[paragraph, [577.0, 1238.0, 486.0, 36.0], shoonya_11sYLSXFHQ53NN, 5722897]
[paragraph, [577.0, 1274.0, 486.0, 36.0], shoonya_11sYLSXFHQ53NN, 5722897]
[paragraph, [577.0, 1310.0, 486.0, 36.0], shoonya_11sYLSXFHQ53NN, 5722897]
[paragraph, [577.0, 1346.0, 486.0, 36.0], shoonya_11sYLSXFHQ53NN, 5722897]
[paragraph, [577.0, 1382.0, 486.0, 36.0], shoonya_11sYLSXFHQ53NN, 5722897]
[sub-section-title, [106.0, 1241.0, 354.0, 36.0], MtH_zjSWvg, 5722897]
[paragraph, [74.0, 1290.0, 494.0, 36.0], shoonya_12s6WJNDYAA88I, 5722897]
[paragraph, [74.0, 1326.0, 494.0, 36.0], shoonya_12s6WJNDYAA88I, 5722897]
[paragraph, [74.0, 1362.0, 494.0, 36.0], shoonya_12s6WJNDYAA88I, 5722897]
[paragraph, [74.0, 1398.0, 494.0, 36.0], shoonya_12s6WJNDYAA88I, 5722897]
