[1320, 1176]
[chapter-title, [428.0, 182.0, 313.0, 30.0], shoonya_0sYXFJ78KZXOW7, 5693985]
[author, [447.0, 249.0, 276.0, 18.0], rK2GpmQ8kF, 5693985]
[paragraph, [425.0, 287.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 305.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 323.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 341.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 359.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 377.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 395.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 413.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 431.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 449.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 467.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 485.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 503.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 521.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 539.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 557.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 575.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 593.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 611.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [425.0, 629.0, 327.0, 18.0], XnXsPAjFv4, 5693985]
[paragraph, [77.0, 289.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 307.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 325.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 343.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 361.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 379.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 397.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 415.0, 328.0, 18.0], OJzSjwrydl, 5693985]
[paragraph, [77.0, 433.0, 328.0, 18.0], OJzSjwrydl, 5693985]
