[2339, 1653]
[paragraph, [119.0, 161.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 197.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 233.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 269.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 305.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 341.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 377.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 413.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 449.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 485.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 521.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 557.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 593.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 629.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 665.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [119.0, 701.0, 1416.0, 36.0], shoonya_1s09FJHM8QNILS, 5750717]
[paragraph, [95.0, 745.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 781.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 817.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 853.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 889.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 925.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 961.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 997.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 1033.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 1069.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 1105.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 1141.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [95.0, 1177.0, 1476.0, 36.0], Jvgs27iXO_, 5750717]
[paragraph, [109.0, 1210.0, 1431.0, 36.0], oFezdEtswe, 5750717]
[paragraph, [109.0, 1246.0, 1431.0, 36.0], oFezdEtswe, 5750717]
[paragraph, [109.0, 1282.0, 1431.0, 36.0], oFezdEtswe, 5750717]
[paragraph, [109.0, 1318.0, 1431.0, 36.0], oFezdEtswe, 5750717]
[paragraph, [109.0, 1354.0, 1431.0, 36.0], oFezdEtswe, 5750717]
[paragraph, [109.0, 1390.0, 1431.0, 36.0], oFezdEtswe, 5750717]
[paragraph, [109.0, 1426.0, 1431.0, 36.0], oFezdEtswe, 5750717]
[paragraph, [116.0, 1513.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1549.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1585.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1621.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1657.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1693.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1729.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1765.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1801.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1837.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1873.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1909.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1945.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 1981.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 2017.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 2053.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 2089.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
[paragraph, [116.0, 2125.0, 1425.0, 36.0], u_NS_F_ey7, 5750717]
