[1307, 936]
[chapter-title, [431.0, 67.0, 177.0, 30.0], shoonya_3sHK6O58YQZ46V, 5775865]
[paragraph, [205.0, 107.0, 632.0, 18.0], shoonya_1sL57FHMBLSQZP, 5775865]
[paragraph, [205.0, 125.0, 632.0, 18.0], shoonya_1sL57FHMBLSQZP, 5775865]
[paragraph, [205.0, 143.0, 632.0, 18.0], shoonya_1sL57FHMBLSQZP, 5775865]
[paragraph, [205.0, 161.0, 632.0, 18.0], shoonya_1sL57FHMBLSQZP, 5775865]
[paragraph, [205.0, 179.0, 632.0, 18.0], shoonya_1sL57FHMBLSQZP, 5775865]
[paragraph, [205.0, 197.0, 632.0, 18.0], shoonya_1sL57FHMBLSQZP, 5775865]
[paragraph, [205.0, 215.0, 632.0, 18.0], shoonya_1sL57FHMBLSQZP, 5775865]
[paragraph, [209.0, 227.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 245.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 263.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 281.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 299.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 317.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 335.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 353.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 371.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 389.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 407.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 425.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 443.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 461.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
