[1280, 880]
[chapter-title, [399.0, 54.0, 174.0, 30.0], shoonya_13sRVHB6TXJQQ0, 5776362]
[paragraph, [174.0, 90.0, 627.0, 18.0], Yl5VrMnTx8, 5776362]
[paragraph, [174.0, 108.0, 627.0, 18.0], Yl5VrMnTx8, 5776362]
[paragraph, [199.0, 141.0, 424.0, 18.0], V2-JdZOQ06, 5776362]
[paragraph, [194.0, 169.0, 197.0, 18.0], 0qNqWJixuJ, 5776362]
[paragraph, [199.0, 194.0, 226.0, 18.0], shoonya_14sOU6TPZSO54B, 5776362]
[paragraph, [176.0, 216.0, 625.0, 18.0], ZreJYSXWtC, 5776362]
[paragraph, [176.0, 234.0, 625.0, 18.0], ZreJYSXWtC, 5776362]
[paragraph, [167.0, 264.0, 637.0, 18.0], K9uu3Wbf0Y, 5776362]
[paragraph, [167.0, 282.0, 637.0, 18.0], K9uu3Wbf0Y, 5776362]
[paragraph, [167.0, 300.0, 637.0, 18.0], K9uu3Wbf0Y, 5776362]
[paragraph, [177.0, 318.0, 620.0, 18.0], shoonya_12s9455PF4ERTY, 5776362]
[paragraph, [177.0, 336.0, 620.0, 18.0], shoonya_12s9455PF4ERTY, 5776362]
[paragraph, [204.0, 369.0, 194.0, 18.0], shoonya_10s1MK50J9AIHE, 5776362]
[paragraph, [202.0, 392.0, 334.0, 18.0], shoonya_9s609TSAP3DI1Z, 5776362]
[paragraph, [202.0, 418.0, 336.0, 18.0], shoonya_5s9VM7DVPGQPHZ, 5776362]
[paragraph, [180.0, 442.0, 620.0, 18.0], shoonya_2s38JM7H50RN5W, 5776362]
[paragraph, [180.0, 460.0, 620.0, 18.0], shoonya_2s38JM7H50RN5W, 5776362]
[paragraph, [180.0, 478.0, 620.0, 18.0], shoonya_2s38JM7H50RN5W, 5776362]
[paragraph, [180.0, 496.0, 620.0, 18.0], shoonya_2s38JM7H50RN5W, 5776362]
[paragraph, [198.0, 516.0, 331.0, 18.0], shoonya_6s481A8WIB4QFJ, 5776362]
[paragraph, [202.0, 542.0, 167.0, 18.0], shoonya_8sIIJETSXB7BXP, 5776362]
[paragraph, [180.0, 567.0, 619.0, 18.0], shoonya_3s3AM5ADZJEOHK, 5776362]
[paragraph, [180.0, 585.0, 619.0, 18.0], shoonya_3s3AM5ADZJEOHK, 5776362]
[paragraph, [180.0, 603.0, 619.0, 18.0], shoonya_3s3AM5ADZJEOHK, 5776362]
[paragraph, [180.0, 621.0, 619.0, 18.0], shoonya_3s3AM5ADZJEOHK, 5776362]
[paragraph, [180.0, 639.0, 619.0, 18.0], shoonya_3s3AM5ADZJEOHK, 5776362]
[paragraph, [180.0, 657.0, 619.0, 18.0], shoonya_3s3AM5ADZJEOHK, 5776362]
[paragraph, [180.0, 675.0, 619.0, 18.0], shoonya_3s3AM5ADZJEOHK, 5776362]
[paragraph, [204.0, 691.0, 380.0, 18.0], shoonya_7sXGH8BZ7TSVHA, 5776362]
[paragraph, [182.0, 717.0, 619.0, 18.0], shoonya_1s5PF7L18EDY7C, 5776362]
[paragraph, [182.0, 735.0, 619.0, 18.0], shoonya_1s5PF7L18EDY7C, 5776362]
[paragraph, [182.0, 753.0, 619.0, 18.0], shoonya_1s5PF7L18EDY7C, 5776362]
[paragraph, [182.0, 771.0, 619.0, 18.0], shoonya_1s5PF7L18EDY7C, 5776362]
[paragraph, [203.0, 790.0, 178.0, 18.0], shoonya_4s58ELBMM5PKLE, 5776362]
[paragraph, [182.0, 816.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 834.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 852.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 870.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 888.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 906.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 924.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 942.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 960.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 978.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 996.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [182.0, 1014.0, 620.0, 18.0], shoonya_0sYL35UZX3EPYW, 5776362]
[paragraph, [203.0, 1041.0, 599.0, 18.0], shoonya_11sOILEP844TG8, 5776362]
[paragraph, [203.0, 1059.0, 599.0, 18.0], shoonya_11sOILEP844TG8, 5776362]
[paragraph, [203.0, 1077.0, 599.0, 18.0], shoonya_11sOILEP844TG8, 5776362]
