[2338, 1654]
[paragraph, [267.0, 238.0, 1197.0, 36.0], shoonya_2sTJVJ9YT9YDIZ, 5753436]
[paragraph, [267.0, 274.0, 1197.0, 36.0], shoonya_2sTJVJ9YT9YDIZ, 5753436]
[paragraph, [267.0, 310.0, 1197.0, 36.0], shoonya_2sTJVJ9YT9YDIZ, 5753436]
[paragraph, [267.0, 346.0, 1197.0, 36.0], shoonya_2sTJVJ9YT9YDIZ, 5753436]
[paragraph, [267.0, 382.0, 1197.0, 36.0], shoonya_2sTJVJ9YT9YDIZ, 5753436]
[paragraph, [267.0, 418.0, 1197.0, 36.0], shoonya_2sTJVJ9YT9YDIZ, 5753436]
[section-title, [279.0, 496.0, 913.0, 52.5], 7bTTxJ5t71, 5753436]
[paragraph, [268.0, 581.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 617.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 653.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 689.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 725.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 761.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 797.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 833.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 869.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 905.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 941.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 977.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1013.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1049.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1085.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1121.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1157.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1193.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1229.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1265.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1301.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1337.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1373.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1409.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1445.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1481.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1517.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[paragraph, [268.0, 1553.0, 1201.0, 36.0], shoonya_0s6MFO0MVUFIC7, 5753436]
[reference, [255.0, 1720.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 1756.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 1792.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 1828.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 1864.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 1900.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 1936.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 1972.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 2008.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
[reference, [255.0, 2044.0, 899.0, 36.0], H0mFfGBkvO, 5753436]
