[1369, 845]
[folio, [618.0, 71.0, 111.0, 18.0], shoonya_5s6400KGFTA3UQ, 5781909]
[folio, [618.0, 89.0, 111.0, 18.0], shoonya_5s6400KGFTA3UQ, 5781909]
[paragraph, [98.0, 167.0, 632.0, 18.0], shoonya_4sD3MIDDBIUYOO, 5781909]
[paragraph, [98.0, 185.0, 632.0, 18.0], shoonya_4sD3MIDDBIUYOO, 5781909]
[ordered-list, [96.0, 211.0, 639.0, 18.0], u-SEf-YuSR, 5781909]
[ordered-list, [96.0, 229.0, 639.0, 18.0], u-SEf-YuSR, 5781909]
[ordered-list, [96.0, 247.0, 639.0, 18.0], u-SEf-YuSR, 5781909]
[ordered-list, [96.0, 265.0, 639.0, 18.0], u-SEf-YuSR, 5781909]
[ordered-list, [96.0, 283.0, 639.0, 18.0], u-SEf-YuSR, 5781909]
[ordered-list, [96.0, 301.0, 639.0, 18.0], u-SEf-YuSR, 5781909]
[ordered-list, [96.0, 319.0, 639.0, 18.0], u-SEf-YuSR, 5781909]
[ordered-list, [95.0, 342.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 360.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 378.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 396.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 414.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 432.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 450.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 468.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 486.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 504.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 522.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 540.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 558.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 576.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 594.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 612.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[ordered-list, [95.0, 630.0, 639.0, 18.0], shoonya_2sOUCYIU2UNDR2, 5781909]
[section-title, [93.0, 679.0, 638.0, 30.0], shoonya_6s8LQIYQMW5WPZ, 5781909]
[ordered-list, [79.0, 732.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 750.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 768.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 786.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 804.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 822.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 840.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 858.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 876.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 894.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 912.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 930.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 948.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 966.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 984.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1002.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1020.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1038.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1056.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1074.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1092.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1110.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1128.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1146.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1164.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1182.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1200.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[ordered-list, [79.0, 1218.0, 663.0, 18.0], CQY2e3C5Pz, 5781909]
[sub-ordered-list, [98.0, 758.0, 637.0, 18.0], shoonya_7sX8XXLX7CG2OK, 5781909]
[sub-ordered-list, [98.0, 776.0, 637.0, 18.0], shoonya_7sX8XXLX7CG2OK, 5781909]
[sub-ordered-list, [98.0, 794.0, 637.0, 18.0], shoonya_7sX8XXLX7CG2OK, 5781909]
[sub-ordered-list, [98.0, 812.0, 637.0, 18.0], shoonya_7sX8XXLX7CG2OK, 5781909]
[sub-ordered-list, [98.0, 830.0, 637.0, 18.0], shoonya_7sX8XXLX7CG2OK, 5781909]
