[2084, 1289]
[paragraph, [134.0, 271.0, 1030.0, 36.0], shoonya_2s6EI9RKGK65BD, 5660549]
[paragraph, [134.0, 307.0, 1030.0, 36.0], shoonya_2s6EI9RKGK65BD, 5660549]
[paragraph, [134.0, 343.0, 1030.0, 36.0], shoonya_2s6EI9RKGK65BD, 5660549]
[ordered-list, [128.0, 395.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 431.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 467.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 503.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 539.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 575.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 611.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 647.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 683.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 719.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 755.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 791.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 827.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 863.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 899.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 935.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 971.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1007.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1043.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1079.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1115.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1151.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1187.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1223.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1259.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1295.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1331.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1367.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1403.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1439.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1475.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1511.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1547.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1583.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1619.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1655.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1691.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1727.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1763.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1799.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[ordered-list, [128.0, 1835.0, 1032.0, 36.0], shoonya_0sWVH9O2VD2L0M, 5660549]
[folio, [627.0, 1931.0, 661.0, 36.0], wFkXHdUa6B, 5660549]
