[1754, 1241]
[paragraph, [110.0, 141.0, 814.0, 36.0], GmabEUkcHq, 5708695]
[ordered-list, [102.0, 187.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 223.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 259.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 295.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 331.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 367.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 403.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 439.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 475.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 511.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 547.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 583.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 619.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 655.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 691.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 727.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 763.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 799.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 835.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 871.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 907.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 943.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 979.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 1015.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 1051.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 1087.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 1123.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [102.0, 1159.0, 1037.0, 36.0], shoonya_0sHQB233Q493Y1, 5708695]
[ordered-list, [97.0, 1219.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1255.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1291.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1327.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1363.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1399.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1435.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1471.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1507.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1543.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
[ordered-list, [97.0, 1579.0, 1045.0, 36.0], ZDw3e0z2N1, 5708695]
