[2481, 1654]
[folio, [1192.0, 109.0, 117.0, 36.0], QpxhbEyz0v, 5721690]
[paragraph, [163.0, 223.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [163.0, 259.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [163.0, 295.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [163.0, 331.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [163.0, 367.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [163.0, 403.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [163.0, 439.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [163.0, 475.0, 1269.0, 36.0], hMvtg-mp92, 5721690]
[paragraph, [167.0, 531.0, 1267.0, 36.0], EtUQNQWaCt, 5721690]
[paragraph, [167.0, 567.0, 1267.0, 36.0], EtUQNQWaCt, 5721690]
[paragraph, [167.0, 603.0, 1267.0, 36.0], EtUQNQWaCt, 5721690]
[paragraph, [167.0, 639.0, 1267.0, 36.0], EtUQNQWaCt, 5721690]
[paragraph, [167.0, 675.0, 1267.0, 36.0], EtUQNQWaCt, 5721690]
[paragraph, [167.0, 711.0, 1267.0, 36.0], EtUQNQWaCt, 5721690]
[paragraph, [167.0, 747.0, 1267.0, 36.0], EtUQNQWaCt, 5721690]
[paragraph, [165.0, 789.0, 1267.0, 36.0], BIGcf8YLV_, 5721690]
[paragraph, [165.0, 825.0, 1267.0, 36.0], BIGcf8YLV_, 5721690]
[paragraph, [165.0, 861.0, 1267.0, 36.0], BIGcf8YLV_, 5721690]
[paragraph, [165.0, 897.0, 1267.0, 36.0], BIGcf8YLV_, 5721690]
[paragraph, [165.0, 933.0, 1267.0, 36.0], BIGcf8YLV_, 5721690]
[paragraph, [165.0, 969.0, 1267.0, 36.0], BIGcf8YLV_, 5721690]
[paragraph, [165.0, 1005.0, 1267.0, 36.0], BIGcf8YLV_, 5721690]
[paragraph, [165.0, 1052.0, 1265.0, 36.0], MsjezfmAiS, 5721690]
[paragraph, [165.0, 1088.0, 1265.0, 36.0], MsjezfmAiS, 5721690]
[paragraph, [165.0, 1124.0, 1265.0, 36.0], MsjezfmAiS, 5721690]
[paragraph, [165.0, 1160.0, 1265.0, 36.0], MsjezfmAiS, 5721690]
[paragraph, [161.0, 1211.0, 1269.0, 36.0], pbLMG3Oj1h, 5721690]
[paragraph, [161.0, 1247.0, 1269.0, 36.0], pbLMG3Oj1h, 5721690]
[paragraph, [162.0, 1316.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1352.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1388.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1424.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1460.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1496.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1532.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1568.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1604.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1640.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1676.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1712.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1748.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1784.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1820.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1856.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1892.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1928.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 1964.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [162.0, 2000.0, 1267.0, 36.0], shoonya_1s0ZY4OGX288FY, 5721690]
[paragraph, [169.0, 2043.0, 1260.0, 36.0], shoonya_2sM2U7NLG72ZET, 5721690]
[paragraph, [169.0, 2079.0, 1260.0, 36.0], shoonya_2sM2U7NLG72ZET, 5721690]
[paragraph, [169.0, 2115.0, 1260.0, 36.0], shoonya_2sM2U7NLG72ZET, 5721690]
[paragraph, [169.0, 2151.0, 1260.0, 36.0], shoonya_2sM2U7NLG72ZET, 5721690]
