[2363, 1655]
[folio, [982.0, 109.0, 492.0, 36.0], Fb0RfwFTCH, 5721553]
[paragraph, [163.0, 217.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 253.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 289.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 325.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 361.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 397.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 433.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 469.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 505.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 541.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 577.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 613.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 649.0, 1334.0, 36.0], 8yCn7veuC1, 5721553]
[paragraph, [163.0, 725.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 761.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 797.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 833.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 869.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 905.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 941.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 977.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 1013.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 1049.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 1085.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 1121.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [163.0, 1157.0, 1332.0, 36.0], UhTeUFJfs-, 5721553]
[paragraph, [157.0, 1246.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1282.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1318.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1354.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1390.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1426.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1462.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1498.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1534.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1570.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1606.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [157.0, 1642.0, 1336.0, 36.0], Qg3JZKXT3K, 5721553]
[paragraph, [155.0, 1707.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1743.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1779.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1815.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1851.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1887.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1923.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1959.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 1995.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 2031.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 2067.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 2103.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 2139.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
[paragraph, [155.0, 2175.0, 1336.0, 36.0], rgvhU5iAy0, 5721553]
