[2339, 1653]
[paragraph, [118.0, 160.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 196.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 232.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 268.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 304.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 340.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 376.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 412.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 448.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [118.0, 484.0, 1422.0, 36.0], shoonya_1s8WUOYJG7OGV4, 5750789]
[paragraph, [109.0, 550.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 586.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 622.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 658.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 694.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 730.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 766.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 802.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 838.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 874.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 910.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 946.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 982.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 1018.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 1054.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 1090.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 1126.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [109.0, 1162.0, 1435.0, 36.0], aWUdbvApRl, 5750789]
[paragraph, [103.0, 1257.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1293.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1329.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1365.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1401.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1437.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1473.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1509.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1545.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1581.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [103.0, 1617.0, 1448.0, 36.0], f11Sadu6PN, 5750789]
[paragraph, [119.0, 1676.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1712.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1748.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1784.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1820.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1856.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1892.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1928.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 1964.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 2000.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 2036.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 2072.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
[paragraph, [119.0, 2108.0, 1414.0, 36.0], shoonya_2sGPOUQ2STR593, 5750789]
