[3442, 2665]
[headline, [584.0, 189.0, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 241.5, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 294.0, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 346.5, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 399.0, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 451.5, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 504.0, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 556.5, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 609.0, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 661.5, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 714.0, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[headline, [584.0, 766.5, 1514.0, 52.5], shoonya_2sUHVI8WQNE1KT, 6474057]
[paragraph, [155.0, 929.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 981.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1034.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1086.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1139.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1191.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1244.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1296.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1349.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1401.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1454.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1506.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1559.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1611.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1664.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1716.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1769.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1821.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1874.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1926.5, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [155.0, 1979.0, 2369.0, 52.5], shoonya_1sS33W5D8KM34B, 6474057]
[paragraph, [163.0, 2072.0, 1599.0, 52.5], tRu8sOb1th, 6474057]
[paragraph, [163.0, 2124.5, 1599.0, 52.5], tRu8sOb1th, 6474057]
[paragraph, [146.0, 2195.0, 1462.0, 52.5], c6_-QQNOg2, 6474057]
[paragraph, [146.0, 2247.5, 1462.0, 52.5], c6_-QQNOg2, 6474057]
[paragraph, [146.0, 2300.0, 1462.0, 52.5], c6_-QQNOg2, 6474057]
[paragraph, [146.0, 2352.5, 1462.0, 52.5], c6_-QQNOg2, 6474057]
[paragraph, [146.0, 2405.0, 1462.0, 52.5], c6_-QQNOg2, 6474057]
[paragraph, [146.0, 2457.5, 1462.0, 52.5], c6_-QQNOg2, 6474057]
[paragraph, [146.0, 2510.0, 1462.0, 52.5], c6_-QQNOg2, 6474057]
[paragraph, [149.0, 2676.0, 1422.0, 52.5], shoonya_3sNIBQ0I0LJ5YB, 6474057]
[paragraph, [149.0, 2728.5, 1422.0, 52.5], shoonya_3sNIBQ0I0LJ5YB, 6474057]
[paragraph, [149.0, 2781.0, 1422.0, 52.5], shoonya_3sNIBQ0I0LJ5YB, 6474057]
[paragraph, [149.0, 2833.5, 1422.0, 52.5], shoonya_3sNIBQ0I0LJ5YB, 6474057]
[paragraph, [149.0, 2886.0, 1422.0, 52.5], shoonya_3sNIBQ0I0LJ5YB, 6474057]
[paragraph, [149.0, 2938.5, 1422.0, 52.5], shoonya_3sNIBQ0I0LJ5YB, 6474057]
[paragraph, [149.0, 2991.0, 1422.0, 52.5], shoonya_3sNIBQ0I0LJ5YB, 6474057]
