[2200, 1700]
[paragraph, [354.0, 76.0, 1012.0, 36.0], 58qkXcORqr, 5731686]
[paragraph, [354.0, 112.0, 1012.0, 36.0], 58qkXcORqr, 5731686]
[section-title, [590.0, 157.0, 553.0, 52.5], bnVdWnWcP-, 5731686]
[paragraph, [369.0, 244.0, 993.0, 36.0], bZ_XuoirBa, 5731686]
[paragraph, [369.0, 280.0, 993.0, 36.0], bZ_XuoirBa, 5731686]
[section-title, [522.0, 322.0, 698.0, 52.5], 48YybB8_D0, 5731686]
[paragraph, [424.0, 401.0, 882.0, 36.0], 6X4An5yIte, 5731686]
[paragraph, [424.0, 437.0, 882.0, 36.0], 6X4An5yIte, 5731686]
[paragraph, [320.0, 501.0, 168.0, 36.0], shoonya_1sTTBY9DOGOIB5, 5731686]
[paragraph, [317.0, 566.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 602.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 638.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 674.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 710.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 746.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 782.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 818.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 854.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 890.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 926.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 962.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 998.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 1034.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 1070.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 1106.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[paragraph, [317.0, 1142.0, 1090.0, 36.0], shoonya_0sFWA6NI62TA09, 5731686]
[author, [870.0, 1182.0, 415.0, 36.0], s_3exbQkZV, 5731686]
[paragraph, [321.0, 1273.0, 211.0, 36.0], shoonya_3s6WVP3U5HUH4K, 5731686]
[paragraph, [322.0, 1338.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1374.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1410.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1446.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1482.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1518.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1554.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1590.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[paragraph, [322.0, 1626.0, 1077.0, 36.0], shoonya_4s2YX9ZKJ3QJ3Y, 5731686]
[author, [865.0, 1669.0, 305.0, 36.0], HhglJx_NyQ, 5731686]
[paragraph, [318.0, 1734.0, 189.0, 36.0], shoonya_2sXEW8XXHRAN83, 5731686]
[paragraph, [317.0, 1796.0, 1089.0, 36.0], shoonya_6s4MGUG03QWW96, 5731686]
[paragraph, [317.0, 1832.0, 1089.0, 36.0], shoonya_6s4MGUG03QWW96, 5731686]
[paragraph, [317.0, 1868.0, 1089.0, 36.0], shoonya_6s4MGUG03QWW96, 5731686]
[paragraph, [317.0, 1904.0, 1089.0, 36.0], shoonya_6s4MGUG03QWW96, 5731686]
[paragraph, [317.0, 1940.0, 1089.0, 36.0], shoonya_6s4MGUG03QWW96, 5731686]
[paragraph, [317.0, 1976.0, 1089.0, 36.0], shoonya_6s4MGUG03QWW96, 5731686]
[author, [861.0, 2032.0, 438.0, 36.0], shoonya_5sA0A7DGVC20JZ, 5731686]
