[6000, 4167]
[folio, [1453.0, 598.0, 1281.0, 52.5], 4RFLKrd066, 5721696]
[folio, [1453.0, 650.5, 1281.0, 52.5], 4RFLKrd066, 5721696]
[folio, [1453.0, 703.0, 1281.0, 52.5], 4RFLKrd066, 5721696]
[paragraph, [593.0, 882.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 934.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 987.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1039.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1092.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1144.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1197.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1249.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1302.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1354.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1407.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1459.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1512.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1564.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1617.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1669.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1722.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1774.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1827.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1879.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1932.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 1984.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2037.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2089.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2142.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2194.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2247.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2299.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2352.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2404.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2457.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2509.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2562.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2614.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2667.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2719.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2772.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2824.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2877.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2929.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 2982.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 3034.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 3087.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 3139.5, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [593.0, 3192.0, 2975.0, 52.5], shoonya_0sV906C2HDT0TN, 5721696]
[paragraph, [609.0, 3281.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3333.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3386.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3438.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3491.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3543.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3596.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3648.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3701.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3753.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3806.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3858.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3911.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 3963.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4016.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4068.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4121.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4173.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4226.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4278.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4331.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4383.5, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [609.0, 4436.0, 2948.0, 52.5], WtZmD3rFvN, 5721696]
[paragraph, [610.0, 4607.0, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [610.0, 4659.5, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [610.0, 4712.0, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [610.0, 4764.5, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [610.0, 4817.0, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [610.0, 4869.5, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [610.0, 4922.0, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [610.0, 4974.5, 2951.0, 52.5], shoonya_1sRTCWE2BZ8RVA, 5721696]
[paragraph, [599.0, 5046.0, 2968.0, 52.5], vnyf6DOgCT, 5721696]
[paragraph, [599.0, 5098.5, 2968.0, 52.5], vnyf6DOgCT, 5721696]
[paragraph, [599.0, 5151.0, 2968.0, 52.5], vnyf6DOgCT, 5721696]
[paragraph, [599.0, 5203.5, 2968.0, 52.5], vnyf6DOgCT, 5721696]
[paragraph, [599.0, 5256.0, 2968.0, 52.5], vnyf6DOgCT, 5721696]
