[913, 561]
[chapter-title, [181.0, 11.0, 220.0, 30.0], shoonya_0sN1KXS2UG55DU, 5776445]
[paragraph, [21.0, 45.0, 527.0, 18.0], s-9jguwIfM, 5776445]
[paragraph, [21.0, 63.0, 527.0, 18.0], s-9jguwIfM, 5776445]
[paragraph, [21.0, 81.0, 527.0, 18.0], s-9jguwIfM, 5776445]
[paragraph, [21.0, 99.0, 527.0, 18.0], s-9jguwIfM, 5776445]
[paragraph, [21.0, 117.0, 527.0, 18.0], s-9jguwIfM, 5776445]
[paragraph, [21.0, 135.0, 527.0, 18.0], s-9jguwIfM, 5776445]
[paragraph, [21.0, 153.0, 527.0, 18.0], s-9jguwIfM, 5776445]
[paragraph, [18.0, 166.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 184.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 202.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 220.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 238.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 256.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 274.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 292.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 310.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 328.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 346.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 364.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 382.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 400.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 418.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 436.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 454.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 472.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [18.0, 490.0, 528.0, 18.0], d8A3eL8unZ, 5776445]
[paragraph, [16.0, 519.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 537.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 555.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 573.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 591.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 609.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 627.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 645.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 663.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 681.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 699.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 717.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 735.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 753.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 771.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 789.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 807.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [16.0, 825.0, 530.0, 18.0], eTR0Zl43oX, 5776445]
[paragraph, [15.0, 842.0, 534.0, 18.0], r-E4h5Ouws, 5776445]
[paragraph, [15.0, 860.0, 534.0, 18.0], r-E4h5Ouws, 5776445]
[paragraph, [15.0, 878.0, 534.0, 18.0], r-E4h5Ouws, 5776445]
