[1362, 836]
[folio, [93.0, 71.0, 115.0, 18.0], XUk8Er7Nqh, 5782323]
[folio, [93.0, 89.0, 115.0, 18.0], XUk8Er7Nqh, 5782323]
[folio, [281.0, 127.0, 258.0, 18.0], shoonya_2sXI3R2UN4JYB5, 5782323]
[paragraph, [87.0, 162.0, 649.0, 18.0], shoonya_3sR626F1IQ6SF1, 5782323]
[paragraph, [87.0, 180.0, 649.0, 18.0], shoonya_3sR626F1IQ6SF1, 5782323]
[ordered-list, [90.0, 208.0, 644.0, 18.0], shoonya_5sY71Z7SVL9R7H, 5782323]
[ordered-list, [90.0, 226.0, 644.0, 18.0], shoonya_5sY71Z7SVL9R7H, 5782323]
[ordered-list, [90.0, 244.0, 644.0, 18.0], shoonya_5sY71Z7SVL9R7H, 5782323]
[ordered-list, [90.0, 273.0, 650.0, 18.0], shoonya_7sM4BRVKMCM082, 5782323]
[ordered-list, [90.0, 291.0, 650.0, 18.0], shoonya_7sM4BRVKMCM082, 5782323]
[ordered-list, [90.0, 309.0, 650.0, 18.0], shoonya_7sM4BRVKMCM082, 5782323]
[ordered-list, [90.0, 327.0, 650.0, 18.0], shoonya_7sM4BRVKMCM082, 5782323]
[ordered-list, [90.0, 345.0, 650.0, 18.0], shoonya_7sM4BRVKMCM082, 5782323]
[ordered-list, [69.0, 370.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 388.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 406.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 424.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 442.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 460.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 478.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 496.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 514.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 532.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 550.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 568.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 586.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 604.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 622.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 640.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 658.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 676.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 694.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 712.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 730.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 748.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 766.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 784.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 802.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 820.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 838.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 856.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 874.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 892.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 910.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 928.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 946.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 964.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 982.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1000.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1018.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1036.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1054.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1072.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1090.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1108.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1126.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1144.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1162.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1180.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1198.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1216.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[ordered-list, [69.0, 1234.0, 683.0, 18.0], shoonya_10s07WOXP627CU, 5782323]
[sub-ordered-list, [86.0, 410.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 428.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 446.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 464.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 482.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 500.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 518.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 536.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 554.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 572.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 590.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 608.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 626.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 644.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 662.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 680.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 698.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 716.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 734.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 752.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[sub-ordered-list, [86.0, 770.0, 660.0, 18.0], NKJn9_PJR8, 5782323]
[subsub-ordered-list, [89.0, 436.0, 649.0, 18.0], shoonya_4sE7FFZVO1GX0V, 5782323]
[subsub-ordered-list, [89.0, 454.0, 649.0, 18.0], shoonya_4sE7FFZVO1GX0V, 5782323]
[subsub-ordered-list, [89.0, 472.0, 649.0, 18.0], shoonya_4sE7FFZVO1GX0V, 5782323]
[subsub-ordered-list, [89.0, 490.0, 649.0, 18.0], shoonya_4sE7FFZVO1GX0V, 5782323]
[subsub-ordered-list, [89.0, 508.0, 649.0, 18.0], shoonya_4sE7FFZVO1GX0V, 5782323]
[subsub-ordered-list, [89.0, 526.0, 649.0, 18.0], shoonya_4sE7FFZVO1GX0V, 5782323]
[subsub-ordered-list, [89.0, 544.0, 649.0, 18.0], shoonya_4sE7FFZVO1GX0V, 5782323]
[subsub-ordered-list, [88.0, 591.0, 646.0, 18.0], BMpN2Hk3jf, 5782323]
[subsub-ordered-list, [88.0, 609.0, 646.0, 18.0], BMpN2Hk3jf, 5782323]
[subsub-ordered-list, [88.0, 627.0, 646.0, 18.0], BMpN2Hk3jf, 5782323]
[subsub-ordered-list, [88.0, 645.0, 646.0, 18.0], BMpN2Hk3jf, 5782323]
[subsub-ordered-list, [88.0, 663.0, 646.0, 18.0], BMpN2Hk3jf, 5782323]
[subsub-ordered-list, [88.0, 681.0, 646.0, 18.0], BMpN2Hk3jf, 5782323]
[subsub-ordered-list, [88.0, 699.0, 646.0, 18.0], BMpN2Hk3jf, 5782323]
[sub-ordered-list, [81.0, 838.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 856.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 874.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 892.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 910.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 928.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
