[2107, 1577]
[folio, [51.0, 29.0, 375.0, 36.0], but_LEDePY, 5712807]
[headline, [47.0, 123.0, 674.0, 67.5], R3p4G6WK8i, 5712807]
[headline, [47.0, 190.5, 674.0, 67.5], R3p4G6WK8i, 5712807]
[sidebar, [1324.0, 131.0, 151.0, 36.0], 13X0wFLDoY, 5712807]
[author, [1159.0, 210.0, 282.0, 36.0], LcNmR1bwEm, 5712807]
[paragraph, [775.0, 308.0, 699.0, 36.0], shoonya_5sQTWT6E8ZF45T, 5712807]
[paragraph, [775.0, 344.0, 699.0, 36.0], shoonya_5sQTWT6E8ZF45T, 5712807]
[paragraph, [775.0, 380.0, 699.0, 36.0], shoonya_5sQTWT6E8ZF45T, 5712807]
[paragraph, [775.0, 416.0, 699.0, 36.0], shoonya_5sQTWT6E8ZF45T, 5712807]
[paragraph, [779.0, 486.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 522.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 558.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 594.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 630.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 666.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 702.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 738.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 774.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 810.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 846.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 882.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 918.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 954.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [779.0, 990.0, 699.0, 36.0], shoonya_7sB02J1N3FISYE, 5712807]
[paragraph, [61.0, 756.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 792.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 828.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 864.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 900.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 936.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 972.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 1008.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 1044.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 1080.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 1116.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 1152.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 1188.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [61.0, 1224.0, 719.0, 36.0], shoonya_0sOL77CUP2H2X1, 5712807]
[paragraph, [781.0, 1054.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1090.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1126.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1162.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1198.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1234.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1270.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1306.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1342.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1378.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [781.0, 1414.0, 698.0, 36.0], lGWf0tIuai, 5712807]
[paragraph, [52.0, 1274.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1310.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1346.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1382.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1418.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1454.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1490.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1526.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1562.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1598.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1634.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1670.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1706.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1742.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [52.0, 1778.0, 731.0, 36.0], shoonya_3sPP3SQ3STANIC, 5712807]
[paragraph, [784.0, 1453.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1489.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1525.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1561.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1597.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1633.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1669.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1705.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [784.0, 1741.0, 690.0, 36.0], shoonya_6s6SB6YVBNDU0S, 5712807]
[paragraph, [779.0, 1790.0, 697.0, 36.0], shoonya_4s4076HMACC3WC, 5712807]
[paragraph, [779.0, 1826.0, 697.0, 36.0], shoonya_4s4076HMACC3WC, 5712807]
[paragraph, [779.0, 1862.0, 697.0, 36.0], shoonya_4s4076HMACC3WC, 5712807]
[paragraph, [779.0, 1898.0, 697.0, 36.0], shoonya_4s4076HMACC3WC, 5712807]
[paragraph, [779.0, 1934.0, 697.0, 36.0], shoonya_4s4076HMACC3WC, 5712807]
[paragraph, [65.0, 1848.0, 713.0, 36.0], shoonya_2sZMEM8TZ7Q7YY, 5712807]
[paragraph, [65.0, 1884.0, 713.0, 36.0], shoonya_2sZMEM8TZ7Q7YY, 5712807]
[paragraph, [65.0, 1920.0, 713.0, 36.0], shoonya_2sZMEM8TZ7Q7YY, 5712807]
[paragraph, [65.0, 1956.0, 713.0, 36.0], shoonya_2sZMEM8TZ7Q7YY, 5712807]
[jumpline, [1316.0, 1969.0, 161.0, 36.0], NsEZgiSV2r, 5712807]
