[3300, 2550]
[ordered-list, [345.0, 281.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 333.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 386.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 438.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 491.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 543.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 596.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 648.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 701.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 753.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 806.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 858.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 911.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 963.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1016.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1068.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1121.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1173.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1226.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1278.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1331.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1383.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1436.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1488.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1541.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1593.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1646.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1698.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1751.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1803.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1856.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1908.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 1961.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 2013.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 2066.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 2118.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 2171.0, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[ordered-list, [345.0, 2223.5, 1978.0, 52.5], WvTxV6WUDL, 5720692]
[paragraph, [354.0, 2287.0, 1952.0, 52.5], vmHKos1UMP, 5720692]
[paragraph, [354.0, 2339.5, 1952.0, 52.5], vmHKos1UMP, 5720692]
[paragraph, [354.0, 2392.0, 1952.0, 52.5], vmHKos1UMP, 5720692]
[paragraph, [354.0, 2444.5, 1952.0, 52.5], vmHKos1UMP, 5720692]
[paragraph, [354.0, 2497.0, 1952.0, 52.5], vmHKos1UMP, 5720692]
[paragraph, [336.0, 2579.0, 1966.0, 52.5], SGmNrYG0KI, 5720692]
[paragraph, [336.0, 2631.5, 1966.0, 52.5], SGmNrYG0KI, 5720692]
[paragraph, [336.0, 2684.0, 1966.0, 52.5], SGmNrYG0KI, 5720692]
[paragraph, [336.0, 2736.5, 1966.0, 52.5], SGmNrYG0KI, 5720692]
[paragraph, [336.0, 2789.0, 1966.0, 52.5], SGmNrYG0KI, 5720692]
[paragraph, [336.0, 2841.5, 1966.0, 52.5], SGmNrYG0KI, 5720692]
[paragraph, [336.0, 2894.0, 1966.0, 52.5], SGmNrYG0KI, 5720692]
