[1253, 878]
[chapter-title, [404.0, 40.0, 176.0, 30.0], shoonya_6sK4T9OI29SML5, 5775788]
[paragraph, [175.0, 79.0, 637.0, 18.0], shoonya_2sU8ZR6E1M67MC, 5775788]
[paragraph, [175.0, 97.0, 637.0, 18.0], shoonya_2sU8ZR6E1M67MC, 5775788]
[paragraph, [175.0, 115.0, 637.0, 18.0], shoonya_2sU8ZR6E1M67MC, 5775788]
[paragraph, [175.0, 127.0, 645.0, 18.0], shoonya_4sR7SJTUJKOSXU, 5775788]
[paragraph, [175.0, 145.0, 645.0, 18.0], shoonya_4sR7SJTUJKOSXU, 5775788]
[paragraph, [175.0, 163.0, 645.0, 18.0], shoonya_4sR7SJTUJKOSXU, 5775788]
[paragraph, [173.0, 180.0, 643.0, 18.0], m2lKBX5b3z, 5775788]
[paragraph, [173.0, 198.0, 643.0, 18.0], m2lKBX5b3z, 5775788]
[paragraph, [173.0, 216.0, 643.0, 18.0], m2lKBX5b3z, 5775788]
[paragraph, [176.0, 228.0, 632.0, 18.0], shoonya_3s7B0MYOFS0YVC, 5775788]
[paragraph, [176.0, 246.0, 632.0, 18.0], shoonya_3s7B0MYOFS0YVC, 5775788]
[paragraph, [176.0, 264.0, 632.0, 18.0], shoonya_3s7B0MYOFS0YVC, 5775788]
[paragraph, [191.0, 281.0, 461.0, 18.0], shoonya_5sNYZRNAS634T0, 5775788]
[paragraph, [174.0, 304.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 322.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 340.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 358.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 376.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 394.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 412.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 430.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 448.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 466.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 484.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 502.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 520.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 538.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 556.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 574.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 592.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 610.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 628.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 646.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 664.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 682.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 700.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 718.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 736.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 754.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 772.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 790.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 808.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 826.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 844.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 862.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 880.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 898.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 916.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 934.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [174.0, 952.0, 637.0, 18.0], shoonya_0sYQOC83G1D7YN, 5775788]
[paragraph, [199.0, 986.0, 610.0, 18.0], shoonya_7s3AYI6IEJW2Z9, 5775788]
[paragraph, [175.0, 1005.0, 636.0, 18.0], shoonya_1sX0E1U2GHD8T5, 5775788]
[paragraph, [175.0, 1023.0, 636.0, 18.0], shoonya_1sX0E1U2GHD8T5, 5775788]
[paragraph, [175.0, 1041.0, 636.0, 18.0], shoonya_1sX0E1U2GHD8T5, 5775788]
[paragraph, [175.0, 1059.0, 636.0, 18.0], shoonya_1sX0E1U2GHD8T5, 5775788]
