[1418, 1064]
[section-title, [430.0, 89.0, 237.0, 30.0], 7fnpBvKBEo, 6476666]
[section-title, [430.0, 119.0, 237.0, 30.0], 7fnpBvKBEo, 6476666]
[sidebar, [762.0, 190.0, 225.0, 18.0], 4GRlHGbR42, 6476666]
[sidebar, [762.0, 208.0, 225.0, 18.0], 4GRlHGbR42, 6476666]
[sub-section-title, [415.0, 191.0, 155.0, 25.5], SSVYD6B_2P, 6476666]
[sidebar, [73.0, 198.0, 157.0, 18.0], JIiV1WocrH, 6476666]
[subsub-section-title, [59.0, 260.0, 166.0, 15.0], omJnQuuteG, 6476666]
[subsub-section-title, [59.0, 275.0, 166.0, 15.0], omJnQuuteG, 6476666]
[paragraph, [70.0, 292.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 310.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 328.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 346.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 364.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 382.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 400.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 418.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 436.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 454.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 472.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 490.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 508.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 526.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 544.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 562.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 580.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 598.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 616.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 634.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [70.0, 652.0, 915.0, 18.0], shoonya_0s1QGULNVMPK5A, 6476666]
[paragraph, [73.0, 682.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 700.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 718.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 736.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 754.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 772.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 790.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 808.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 826.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 844.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 862.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 880.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 898.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 916.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 934.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 952.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 970.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 988.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 1006.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 1024.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [73.0, 1042.0, 907.0, 18.0], UHTh8nWHx4, 6476666]
[paragraph, [71.0, 1069.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1087.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1105.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1123.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1141.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1159.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1177.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1195.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1213.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
[paragraph, [71.0, 1231.0, 916.0, 18.0], 1rr9XjAgNE, 6476666]
