[1755, 1240]
[section-title, [227.0, 675.0, 290.0, 49.5], shoonya_0sM4YPQDQ7MXCW, 5744373]
[paragraph, [224.0, 731.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 767.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 803.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 839.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 875.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 911.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 947.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 983.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1019.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1055.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1091.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1127.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1163.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1199.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1235.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1271.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1307.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1343.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1379.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[paragraph, [224.0, 1415.0, 788.0, 36.0], X53zEQd6gD, 5744373]
[folio, [334.0, 1496.0, 533.0, 36.0], 4yGgpDlvO5, 5744373]
