[792, 612]
[folio, [490.0, 55.0, 57.0, 18.0], FPHIFbYYmu, 6514846]
[headline, [51.0, 82.0, 216.0, 25.5], 3yiHUnWATi, 6514846]
[headline, [51.0, 107.5, 216.0, 25.5], 3yiHUnWATi, 6514846]
[headline, [51.0, 133.0, 216.0, 25.5], 3yiHUnWATi, 6514846]
[author, [51.0, 165.0, 69.0, 18.0], P4vDne-hQ7, 6514846]
[paragraph, [223.0, 168.0, 92.0, 18.0], shoonya_13sO1JEKVAO4HK, 6514846]
[paragraph, [223.0, 186.0, 92.0, 18.0], shoonya_13sO1JEKVAO4HK, 6514846]
[paragraph, [223.0, 204.0, 92.0, 18.0], shoonya_13sO1JEKVAO4HK, 6514846]
[paragraph, [223.0, 222.0, 92.0, 18.0], shoonya_13sO1JEKVAO4HK, 6514846]
[paragraph, [56.0, 189.0, 163.0, 18.0], shoonya_6sA18WBC27O70F, 6514846]
[paragraph, [56.0, 207.0, 163.0, 18.0], shoonya_6sA18WBC27O70F, 6514846]
[paragraph, [56.0, 225.0, 163.0, 18.0], shoonya_6sA18WBC27O70F, 6514846]
[paragraph, [56.0, 243.0, 163.0, 18.0], shoonya_6sA18WBC27O70F, 6514846]
[paragraph, [56.0, 261.0, 163.0, 18.0], shoonya_6sA18WBC27O70F, 6514846]
[paragraph, [56.0, 279.0, 163.0, 18.0], shoonya_6sA18WBC27O70F, 6514846]
[paragraph, [56.0, 297.0, 163.0, 18.0], shoonya_6sA18WBC27O70F, 6514846]
[paragraph, [223.0, 241.0, 90.0, 18.0], shoonya_3sJ0PW4PGUHTJZ, 6514846]
[paragraph, [223.0, 259.0, 90.0, 18.0], shoonya_3sJ0PW4PGUHTJZ, 6514846]
[paragraph, [392.0, 289.0, 164.0, 18.0], shoonya_10s9B21F5NODCD, 6514846]
[paragraph, [392.0, 307.0, 164.0, 18.0], shoonya_10s9B21F5NODCD, 6514846]
[paragraph, [392.0, 325.0, 164.0, 18.0], shoonya_10s9B21F5NODCD, 6514846]
[paragraph, [392.0, 343.0, 164.0, 18.0], shoonya_10s9B21F5NODCD, 6514846]
[paragraph, [223.0, 290.0, 164.0, 18.0], shoonya_0sPMGH5M46APCF, 6514846]
[paragraph, [223.0, 308.0, 164.0, 18.0], shoonya_0sPMGH5M46APCF, 6514846]
[paragraph, [223.0, 326.0, 164.0, 18.0], shoonya_0sPMGH5M46APCF, 6514846]
[paragraph, [223.0, 344.0, 164.0, 18.0], shoonya_0sPMGH5M46APCF, 6514846]
[paragraph, [223.0, 362.0, 164.0, 18.0], shoonya_0sPMGH5M46APCF, 6514846]
[paragraph, [55.0, 326.0, 164.0, 18.0], zDdWvTFg-P, 6514846]
[paragraph, [55.0, 344.0, 164.0, 18.0], zDdWvTFg-P, 6514846]
[paragraph, [55.0, 362.0, 164.0, 18.0], zDdWvTFg-P, 6514846]
[paragraph, [55.0, 380.0, 164.0, 18.0], zDdWvTFg-P, 6514846]
[paragraph, [392.0, 361.0, 163.0, 18.0], shoonya_1sD9QAI52X1FKG, 6514846]
[paragraph, [392.0, 379.0, 163.0, 18.0], shoonya_1sD9QAI52X1FKG, 6514846]
[paragraph, [392.0, 397.0, 163.0, 18.0], shoonya_1sD9QAI52X1FKG, 6514846]
[paragraph, [223.0, 386.0, 163.0, 18.0], VVOrMZVtv2, 6514846]
[paragraph, [223.0, 404.0, 163.0, 18.0], VVOrMZVtv2, 6514846]
[paragraph, [56.0, 411.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 429.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 447.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 465.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 483.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 501.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 519.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 537.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 555.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 573.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [56.0, 591.0, 128.0, 18.0], SKMCCUieci, 6514846]
[paragraph, [428.0, 421.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 439.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 457.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 475.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 493.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 511.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 529.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 547.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 565.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 583.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [428.0, 601.0, 128.0, 18.0], shoonya_4sZ1Q80V7VV787, 6514846]
[paragraph, [226.0, 613.0, 162.0, 18.0], eT6H50VGUw, 6514846]
[paragraph, [226.0, 631.0, 162.0, 18.0], eT6H50VGUw, 6514846]
[paragraph, [226.0, 649.0, 162.0, 18.0], eT6H50VGUw, 6514846]
[paragraph, [226.0, 667.0, 162.0, 18.0], eT6H50VGUw, 6514846]
[paragraph, [392.0, 626.0, 163.0, 18.0], QnBieCXDqS, 6514846]
[paragraph, [392.0, 644.0, 163.0, 18.0], QnBieCXDqS, 6514846]
[paragraph, [392.0, 662.0, 163.0, 18.0], QnBieCXDqS, 6514846]
[paragraph, [392.0, 680.0, 163.0, 18.0], QnBieCXDqS, 6514846]
[paragraph, [392.0, 698.0, 163.0, 18.0], QnBieCXDqS, 6514846]
[paragraph, [392.0, 716.0, 163.0, 18.0], QnBieCXDqS, 6514846]
[paragraph, [56.0, 627.0, 162.0, 18.0], o7nngGdbD_, 6514846]
[paragraph, [56.0, 645.0, 162.0, 18.0], o7nngGdbD_, 6514846]
[paragraph, [56.0, 663.0, 162.0, 18.0], o7nngGdbD_, 6514846]
[paragraph, [56.0, 681.0, 162.0, 18.0], o7nngGdbD_, 6514846]
[paragraph, [56.0, 699.0, 162.0, 18.0], o7nngGdbD_, 6514846]
[paragraph, [56.0, 717.0, 162.0, 18.0], o7nngGdbD_, 6514846]
[paragraph, [224.0, 687.0, 161.0, 18.0], 4DB4JVkcf8, 6514846]
[paragraph, [224.0, 705.0, 161.0, 18.0], 4DB4JVkcf8, 6514846]
[paragraph, [224.0, 723.0, 161.0, 18.0], 4DB4JVkcf8, 6514846]
