[1823, 1375]
[folio, [987.0, 99.0, 286.0, 36.0], G7kpSnnA41, 5684413]
[folio, [627.0, 110.0, 115.0, 36.0], shoonya_2s1OPQLFPQ8WTJ, 5684413]
[paragraph, [103.0, 176.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 212.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 248.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 284.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 320.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 356.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 392.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 428.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 464.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 500.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 536.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 572.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 608.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 644.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 680.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 716.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 752.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 788.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 824.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 860.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 896.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 932.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 968.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1004.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1040.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1076.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1112.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1148.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1184.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1220.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1256.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1292.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1328.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1364.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1400.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1436.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1472.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1508.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1544.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [103.0, 1580.0, 570.0, 36.0], shoonya_0sMB08KUPGYGAZ, 5684413]
[paragraph, [691.0, 176.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 212.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 248.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 284.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 320.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 356.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 392.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 428.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 464.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 500.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 536.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 572.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 608.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 644.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 680.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 716.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 752.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 788.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 824.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 860.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 896.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 932.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 968.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1004.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1040.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1076.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1112.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1148.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1184.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1220.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1256.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1292.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1328.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1364.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1400.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1436.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1472.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1508.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1544.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
[paragraph, [691.0, 1580.0, 586.0, 36.0], shoonya_1sPGG8W2NTD1KP, 5684413]
