[1162, 749]
[folio, [318.0, 74.0, 93.0, 18.0], shoonya_1sXWQ9I07YMZYP, 5700053]
[paragraph, [70.0, 122.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 140.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 158.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 176.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 194.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 212.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 230.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 248.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 266.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 284.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 302.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 320.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 338.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 356.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 374.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 392.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 410.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 428.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 446.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 464.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 482.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 500.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 518.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 536.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 554.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 572.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 590.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 608.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 626.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 644.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 662.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 680.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 698.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 716.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 734.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 752.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 770.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 788.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 806.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 824.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 842.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 860.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 878.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 896.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 914.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 932.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 950.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 968.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [70.0, 986.0, 602.0, 18.0], shoonya_0sVXHC21MOKZBK, 5700053]
[paragraph, [78.0, 1024.0, 595.0, 18.0], shoonya_2sMALJ401LDJ6K, 5700053]
[paragraph, [78.0, 1042.0, 595.0, 18.0], shoonya_2sMALJ401LDJ6K, 5700053]
[paragraph, [78.0, 1060.0, 595.0, 18.0], shoonya_2sMALJ401LDJ6K, 5700053]
[paragraph, [78.0, 1078.0, 595.0, 18.0], shoonya_2sMALJ401LDJ6K, 5700053]
