[2339, 1654]
[folio, [1294.0, 35.0, 235.0, 36.0], BWn7DP_br-, 5750404]
[paragraph, [99.0, 90.0, 1438.0, 36.0], shoonya_0sUS6Y03YDCWYA, 5750404]
[paragraph, [99.0, 126.0, 1438.0, 36.0], shoonya_0sUS6Y03YDCWYA, 5750404]
[paragraph, [99.0, 162.0, 1438.0, 36.0], shoonya_0sUS6Y03YDCWYA, 5750404]
[paragraph, [99.0, 198.0, 1438.0, 36.0], shoonya_0sUS6Y03YDCWYA, 5750404]
[paragraph, [99.0, 234.0, 1438.0, 36.0], shoonya_0sUS6Y03YDCWYA, 5750404]
[paragraph, [89.0, 282.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 318.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 354.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 390.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 426.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 462.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 498.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 534.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 570.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 606.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 642.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 678.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 714.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 750.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 786.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 822.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 858.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 894.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 930.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 966.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1002.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1038.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1074.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1110.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1146.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1182.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1218.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1254.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1290.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [89.0, 1326.0, 1437.0, 36.0], shoonya_2sKTY1VE0VWWD3, 5750404]
[paragraph, [231.0, 1373.0, 826.0, 36.0], bmtd5d2GVj, 5750404]
[paragraph, [90.0, 1451.0, 1432.0, 36.0], bSdLQy631-, 5750404]
[paragraph, [90.0, 1487.0, 1432.0, 36.0], bSdLQy631-, 5750404]
[paragraph, [90.0, 1523.0, 1432.0, 36.0], bSdLQy631-, 5750404]
[paragraph, [90.0, 1559.0, 1432.0, 36.0], bSdLQy631-, 5750404]
[paragraph, [90.0, 1595.0, 1432.0, 36.0], bSdLQy631-, 5750404]
[paragraph, [90.0, 1631.0, 1432.0, 36.0], bSdLQy631-, 5750404]
[paragraph, [90.0, 1667.0, 1432.0, 36.0], bSdLQy631-, 5750404]
[paragraph, [80.0, 1716.0, 1438.0, 36.0], 6DG2cbG07c, 5750404]
[paragraph, [80.0, 1752.0, 1438.0, 36.0], 6DG2cbG07c, 5750404]
[paragraph, [80.0, 1788.0, 1438.0, 36.0], 6DG2cbG07c, 5750404]
[paragraph, [225.0, 1859.0, 1164.0, 36.0], V49jTqx0y_, 5750404]
[paragraph, [225.0, 1895.0, 1164.0, 36.0], V49jTqx0y_, 5750404]
[paragraph, [225.0, 1931.0, 1164.0, 36.0], V49jTqx0y_, 5750404]
[paragraph, [225.0, 1967.0, 1164.0, 36.0], V49jTqx0y_, 5750404]
[paragraph, [225.0, 2003.0, 1164.0, 36.0], V49jTqx0y_, 5750404]
[paragraph, [225.0, 2039.0, 1164.0, 36.0], V49jTqx0y_, 5750404]
[paragraph, [225.0, 2075.0, 1164.0, 36.0], V49jTqx0y_, 5750404]
[reference, [963.0, 2134.0, 411.0, 36.0], 3dRuC0GtIN, 5750404]
