[1280, 905]
[chapter-title, [259.0, 51.0, 275.0, 30.0], shoonya_0sEEZ639IAQPGI, 5775972]
[paragraph, [63.0, 94.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 112.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 130.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 148.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 166.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 184.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 202.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 220.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 238.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 256.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 274.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [63.0, 292.0, 656.0, 18.0], jtXWH-P5r0, 5775972]
[paragraph, [61.0, 329.0, 660.0, 18.0], g9wnPh27FR, 5775972]
[paragraph, [61.0, 347.0, 660.0, 18.0], g9wnPh27FR, 5775972]
[paragraph, [61.0, 365.0, 660.0, 18.0], g9wnPh27FR, 5775972]
[paragraph, [61.0, 383.0, 660.0, 18.0], g9wnPh27FR, 5775972]
[paragraph, [61.0, 401.0, 660.0, 18.0], g9wnPh27FR, 5775972]
[paragraph, [59.0, 429.0, 660.0, 18.0], 5rTzfzJ__W, 5775972]
[paragraph, [59.0, 447.0, 660.0, 18.0], 5rTzfzJ__W, 5775972]
[paragraph, [59.0, 465.0, 660.0, 18.0], 5rTzfzJ__W, 5775972]
[paragraph, [59.0, 483.0, 660.0, 18.0], 5rTzfzJ__W, 5775972]
[paragraph, [57.0, 508.0, 662.0, 18.0], PGp3Qndq_6, 5775972]
[paragraph, [57.0, 526.0, 662.0, 18.0], PGp3Qndq_6, 5775972]
[paragraph, [56.0, 556.0, 662.0, 18.0], -3o--t6FNI, 5775972]
[paragraph, [56.0, 574.0, 662.0, 18.0], -3o--t6FNI, 5775972]
[paragraph, [56.0, 592.0, 662.0, 18.0], -3o--t6FNI, 5775972]
[paragraph, [56.0, 610.0, 662.0, 18.0], -3o--t6FNI, 5775972]
[paragraph, [56.0, 628.0, 662.0, 18.0], -3o--t6FNI, 5775972]
[paragraph, [56.0, 646.0, 662.0, 18.0], -3o--t6FNI, 5775972]
[paragraph, [58.0, 692.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 710.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 728.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 746.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 764.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 782.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 800.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 818.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 836.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 854.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 872.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 890.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 908.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 926.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 944.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [58.0, 962.0, 670.0, 18.0], S7ds7T0znH, 5775972]
[paragraph, [64.0, 980.0, 460.0, 18.0], 1dmxQfajpE, 5775972]
[paragraph, [67.0, 1007.0, 665.0, 18.0], 1QGJw8k0_L, 5775972]
[paragraph, [67.0, 1025.0, 665.0, 18.0], 1QGJw8k0_L, 5775972]
[paragraph, [67.0, 1043.0, 665.0, 18.0], 1QGJw8k0_L, 5775972]
[paragraph, [67.0, 1061.0, 665.0, 18.0], 1QGJw8k0_L, 5775972]
[paragraph, [67.0, 1079.0, 665.0, 18.0], 1QGJw8k0_L, 5775972]
[paragraph, [67.0, 1097.0, 665.0, 18.0], 1QGJw8k0_L, 5775972]
