[3509, 2482]
[folio, [901.0, 217.0, 439.0, 52.5], TcGX_UJO6E, 5692202]
[paragraph, [232.0, 322.0, 1749.0, 52.5], X9uCn-ZN5u, 5692202]
[paragraph, [232.0, 374.5, 1749.0, 52.5], X9uCn-ZN5u, 5692202]
[paragraph, [232.0, 427.0, 1749.0, 52.5], X9uCn-ZN5u, 5692202]
[paragraph, [254.0, 499.0, 1743.0, 52.5], sU1pesvu1l, 5692202]
[paragraph, [254.0, 551.5, 1743.0, 52.5], sU1pesvu1l, 5692202]
[paragraph, [254.0, 604.0, 1743.0, 52.5], sU1pesvu1l, 5692202]
[paragraph, [254.0, 656.5, 1743.0, 52.5], sU1pesvu1l, 5692202]
[paragraph, [254.0, 709.0, 1743.0, 52.5], sU1pesvu1l, 5692202]
[paragraph, [254.0, 761.5, 1743.0, 52.5], sU1pesvu1l, 5692202]
[paragraph, [254.0, 814.0, 1743.0, 52.5], sU1pesvu1l, 5692202]
[paragraph, [238.0, 887.0, 1731.0, 52.5], TO71LI7Nul, 5692202]
[paragraph, [238.0, 939.5, 1731.0, 52.5], TO71LI7Nul, 5692202]
[paragraph, [238.0, 992.0, 1731.0, 52.5], TO71LI7Nul, 5692202]
[paragraph, [238.0, 1044.5, 1731.0, 52.5], TO71LI7Nul, 5692202]
[paragraph, [238.0, 1097.0, 1731.0, 52.5], TO71LI7Nul, 5692202]
[paragraph, [238.0, 1149.5, 1731.0, 52.5], TO71LI7Nul, 5692202]
[paragraph, [238.0, 1202.0, 1731.0, 52.5], TO71LI7Nul, 5692202]
[paragraph, [232.0, 1272.0, 1728.0, 52.5], qVdBI7ZD3k, 5692202]
[paragraph, [232.0, 1324.5, 1728.0, 52.5], qVdBI7ZD3k, 5692202]
[paragraph, [232.0, 1377.0, 1728.0, 52.5], qVdBI7ZD3k, 5692202]
[paragraph, [232.0, 1429.5, 1728.0, 52.5], qVdBI7ZD3k, 5692202]
[paragraph, [232.0, 1482.0, 1728.0, 52.5], qVdBI7ZD3k, 5692202]
[paragraph, [223.0, 1582.0, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 1634.5, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 1687.0, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 1739.5, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 1792.0, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 1844.5, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 1897.0, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 1949.5, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 2002.0, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 2054.5, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 2107.0, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [223.0, 2159.5, 1749.0, 52.5], 4CqzB9Gtjk, 5692202]
[paragraph, [222.0, 2206.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2258.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2311.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2363.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2416.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2468.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2521.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2573.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2626.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2678.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2731.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2783.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2836.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2888.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2941.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 2993.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 3046.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 3098.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 3151.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 3203.5, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
[paragraph, [222.0, 3256.0, 1720.0, 52.5], shoonya_0sTZNJ5Y9ANCYG, 5692202]
