[1387, 987]
[paragraph, [63.0, 46.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 64.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 82.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 100.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 118.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 136.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 154.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 172.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 190.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 208.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 226.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 244.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 262.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 280.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 298.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 316.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 334.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 352.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 370.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 388.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 406.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 424.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 442.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 460.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 478.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 496.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 514.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 532.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 550.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 568.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 586.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [63.0, 604.0, 920.0, 18.0], shoonya_0s1RDFZKS67AZE, 5651907]
[paragraph, [66.0, 623.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 641.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 659.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 677.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 695.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 713.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 731.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 749.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 767.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 785.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 803.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 821.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 839.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 857.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 875.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 893.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 911.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 929.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 947.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 965.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 983.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [66.0, 1001.0, 898.0, 18.0], 6MNMdHa5R_, 5651907]
[paragraph, [49.0, 1030.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1048.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1066.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1084.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1102.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1120.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1138.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1156.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1174.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1192.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1210.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1228.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
[paragraph, [49.0, 1246.0, 899.0, 18.0], Mj4DiClNmp, 5651907]
