[1468, 909]
[headline, [318.0, 69.0, 269.0, 25.5], JPzQPtxwsn, 5770647]
[headline, [318.0, 94.5, 269.0, 25.5], JPzQPtxwsn, 5770647]
[paragraph, [72.0, 137.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 155.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 173.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 191.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 209.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 227.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 245.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 263.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 281.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 299.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 317.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 335.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 353.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 371.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 389.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 407.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 425.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 443.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 461.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 479.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 497.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 515.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 533.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 551.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 569.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 587.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 605.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 623.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 641.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 659.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 677.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 695.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 713.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 731.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 749.0, 377.0, 18.0], brkfV25mlJ, 5770647]
