[2363, 1655]
[section-title, [735.0, 516.0, 145.0, 52.5], RdKu04_tQj, 5721779]
[chapter-title, [344.0, 650.0, 965.0, 70.5], shoonya_0sQQ9CRSETT54Q, 5721779]
[chapter-title, [344.0, 720.5, 965.0, 70.5], shoonya_0sQQ9CRSETT54Q, 5721779]
[paragraph, [161.0, 856.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 892.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 928.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 964.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1000.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1036.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1072.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1108.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1144.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1180.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1216.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1252.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1288.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1324.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1360.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1396.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1432.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1468.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1504.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1540.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1576.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1612.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1648.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1684.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1720.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1756.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1792.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1828.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1864.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1900.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1936.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 1972.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 2008.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 2044.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 2080.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 2116.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 2152.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 2188.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
[paragraph, [161.0, 2224.0, 1317.0, 36.0], KfV4GErdlF, 5721779]
