[2174, 1461]
[folio, [167.0, 134.0, 182.0, 36.0], mi9CQvQfR7, 5655062]
[paragraph, [167.0, 249.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 285.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 321.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 357.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 393.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 429.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 465.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 501.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 537.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [167.0, 573.0, 1166.0, 36.0], shoonya_0sT4F888NEK5E7, 5655062]
[paragraph, [170.0, 753.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 789.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 825.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 861.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 897.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 933.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 969.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 1005.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 1041.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [170.0, 1077.0, 1167.0, 36.0], shoonya_1sIZQRCSCJZ6QV, 5655062]
[paragraph, [176.0, 1158.0, 1161.0, 36.0], shoonya_8s967Y94NZJRM9, 5655062]
[paragraph, [176.0, 1194.0, 1161.0, 36.0], shoonya_8s967Y94NZJRM9, 5655062]
[paragraph, [176.0, 1230.0, 1161.0, 36.0], shoonya_8s967Y94NZJRM9, 5655062]
[paragraph, [176.0, 1428.0, 1165.0, 36.0], shoonya_3sRW1RZNSDPHWF, 5655062]
[paragraph, [176.0, 1464.0, 1165.0, 36.0], shoonya_3sRW1RZNSDPHWF, 5655062]
[paragraph, [176.0, 1500.0, 1165.0, 36.0], shoonya_3sRW1RZNSDPHWF, 5655062]
[paragraph, [176.0, 1536.0, 1165.0, 36.0], shoonya_3sRW1RZNSDPHWF, 5655062]
[paragraph, [176.0, 1572.0, 1165.0, 36.0], shoonya_3sRW1RZNSDPHWF, 5655062]
[paragraph, [233.0, 1656.0, 439.0, 36.0], IRmwDKsnwC, 5655062]
[paragraph, [233.0, 1692.0, 439.0, 36.0], IRmwDKsnwC, 5655062]
[paragraph, [233.0, 1728.0, 439.0, 36.0], IRmwDKsnwC, 5655062]
[paragraph, [169.0, 1793.0, 1172.0, 36.0], shoonya_10sAGYKSUZEQ2O, 5655062]
[paragraph, [169.0, 1829.0, 1172.0, 36.0], shoonya_10sAGYKSUZEQ2O, 5655062]
[paragraph, [169.0, 1865.0, 1172.0, 36.0], shoonya_10sAGYKSUZEQ2O, 5655062]
[paragraph, [169.0, 1901.0, 1172.0, 36.0], shoonya_10sAGYKSUZEQ2O, 5655062]
[reference, [169.0, 1982.0, 470.0, 36.0], shoonya_9sMFD8NE6H2VJD, 5655062]
