[1754, 1241]
[section-title, [172.0, 194.0, 301.0, 49.5], shoonya_6sYAUUKZA8TIHV, 5761652]
[paragraph, [174.0, 251.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [174.0, 287.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [174.0, 323.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [174.0, 359.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [174.0, 395.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [174.0, 431.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [174.0, 467.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [174.0, 503.0, 851.0, 36.0], shoonya_0s2V6SAA3DW0AR, 5761652]
[paragraph, [172.0, 574.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [172.0, 610.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [172.0, 646.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [172.0, 682.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [172.0, 718.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [172.0, 754.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [172.0, 790.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [172.0, 826.0, 854.0, 36.0], shoonya_2sN2OA002URZXD, 5761652]
[paragraph, [168.0, 902.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 938.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 974.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1010.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1046.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1082.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1118.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1154.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1190.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1226.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1262.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [168.0, 1298.0, 861.0, 36.0], shoonya_1sK4BTJG9669C4, 5761652]
[paragraph, [169.0, 1378.0, 860.0, 36.0], shoonya_5sFI62Y4MQWSAR, 5761652]
[paragraph, [169.0, 1414.0, 860.0, 36.0], shoonya_5sFI62Y4MQWSAR, 5761652]
[paragraph, [169.0, 1450.0, 860.0, 36.0], shoonya_5sFI62Y4MQWSAR, 5761652]
[paragraph, [169.0, 1486.0, 860.0, 36.0], shoonya_5sFI62Y4MQWSAR, 5761652]
