[1447, 1063]
[folio, [427.0, 55.0, 207.0, 18.0], wneEW4p1Ug, 5762986]
[headline, [168.0, 95.0, 725.0, 25.5], shoonya_1s1FP04MPVXYAL, 5762986]
[headline, [168.0, 120.5, 725.0, 25.5], shoonya_1s1FP04MPVXYAL, 5762986]
[headline, [168.0, 146.0, 725.0, 25.5], shoonya_1s1FP04MPVXYAL, 5762986]
[headline, [168.0, 171.5, 725.0, 25.5], shoonya_1s1FP04MPVXYAL, 5762986]
[headline, [168.0, 197.0, 725.0, 25.5], shoonya_1s1FP04MPVXYAL, 5762986]
[paragraph, [94.0, 242.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 260.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 278.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 296.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 314.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 332.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 350.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 368.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 386.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [94.0, 404.0, 435.0, 18.0], shoonya_10sSU2FUFVCH7Z, 5762986]
[paragraph, [532.0, 243.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 261.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 279.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 297.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 315.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 333.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 351.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 369.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 387.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 405.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [532.0, 423.0, 439.0, 18.0], shoonya_5s7F6ODGL7OEF9, 5762986]
[paragraph, [90.0, 428.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 446.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 464.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 482.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 500.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 518.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 536.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 554.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 572.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 590.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 608.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 626.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 644.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 662.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [90.0, 680.0, 434.0, 18.0], shoonya_7sRRO0LLNQLXF3, 5762986]
[paragraph, [532.0, 455.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 473.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 491.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 509.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 527.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 545.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 563.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 581.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 599.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 617.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[paragraph, [532.0, 635.0, 435.0, 18.0], coV6HpQVZF, 5762986]
[sub-headline, [536.0, 668.0, 427.0, 25.5], shoonya_2s3O1GZNMFFY2O, 5762986]
[sub-headline, [536.0, 693.5, 427.0, 25.5], shoonya_2s3O1GZNMFFY2O, 5762986]
[paragraph, [102.0, 718.0, 422.0, 18.0], shoonya_4sX7I9FYRR9EKZ, 5762986]
[paragraph, [102.0, 736.0, 422.0, 18.0], shoonya_4sX7I9FYRR9EKZ, 5762986]
[paragraph, [661.0, 742.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 760.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 778.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 796.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 814.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 832.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 850.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 868.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 886.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 904.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 922.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 940.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 958.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 976.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 994.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 1012.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 1030.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 1048.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 1066.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 1084.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [661.0, 1102.0, 306.0, 18.0], shoonya_11s9K8UFHIZW8Z, 5762986]
[paragraph, [660.0, 1124.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1142.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1160.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1178.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1196.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1214.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1232.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1250.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1268.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1286.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1304.0, 305.0, 18.0], cJKN0NK_17, 5762986]
[paragraph, [660.0, 1322.0, 305.0, 18.0], cJKN0NK_17, 5762986]
