[1320, 1176]
[folio, [921.0, 59.0, 178.0, 18.0], shoonya_4sXZCJBEBID9W7, 5694289]
[folio, [921.0, 77.0, 178.0, 18.0], shoonya_4sXZCJBEBID9W7, 5694289]
[folio, [921.0, 95.0, 178.0, 18.0], shoonya_4sXZCJBEBID9W7, 5694289]
[folio, [921.0, 113.0, 178.0, 18.0], shoonya_4sXZCJBEBID9W7, 5694289]
[folio, [921.0, 131.0, 178.0, 18.0], shoonya_4sXZCJBEBID9W7, 5694289]
[folio, [921.0, 149.0, 178.0, 18.0], shoonya_4sXZCJBEBID9W7, 5694289]
[folio, [921.0, 167.0, 178.0, 18.0], shoonya_4sXZCJBEBID9W7, 5694289]
[paragraph, [85.0, 207.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 225.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 243.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 261.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 279.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 297.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 315.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 333.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 351.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 369.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 387.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 405.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 423.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 441.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 459.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 477.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 495.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 513.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [85.0, 531.0, 975.0, 18.0], shoonya_0s6HYQFWUY4GI0, 5694289]
[paragraph, [79.0, 555.0, 986.0, 18.0], shoonya_2sRI5O6DR3IBCW, 5694289]
[paragraph, [79.0, 573.0, 986.0, 18.0], shoonya_2sRI5O6DR3IBCW, 5694289]
[paragraph, [79.0, 591.0, 986.0, 18.0], shoonya_2sRI5O6DR3IBCW, 5694289]
[paragraph, [79.0, 609.0, 986.0, 18.0], shoonya_2sRI5O6DR3IBCW, 5694289]
[paragraph, [79.0, 627.0, 986.0, 18.0], shoonya_2sRI5O6DR3IBCW, 5694289]
[paragraph, [75.0, 652.0, 996.0, 18.0], -0rUtcSm6M, 5694289]
[paragraph, [75.0, 670.0, 996.0, 18.0], -0rUtcSm6M, 5694289]
[paragraph, [75.0, 688.0, 996.0, 18.0], -0rUtcSm6M, 5694289]
[paragraph, [75.0, 706.0, 996.0, 18.0], -0rUtcSm6M, 5694289]
[paragraph, [75.0, 724.0, 996.0, 18.0], -0rUtcSm6M, 5694289]
[paragraph, [75.0, 742.0, 996.0, 18.0], -0rUtcSm6M, 5694289]
[paragraph, [75.0, 760.0, 996.0, 18.0], -0rUtcSm6M, 5694289]
[headline, [213.0, 789.0, 784.0, 25.5], d2Ld9U8KBy, 5694289]
[headline, [213.0, 814.5, 784.0, 25.5], d2Ld9U8KBy, 5694289]
[paragraph, [76.0, 841.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 859.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 877.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 895.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 913.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 931.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 949.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 967.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 985.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 1003.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 1021.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 1039.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [76.0, 1057.0, 483.0, 18.0], shoonya_1sT7X7HFX427P4, 5694289]
[paragraph, [597.0, 849.0, 474.0, 18.0], 5NX2FoRdrn, 5694289]
[paragraph, [597.0, 867.0, 474.0, 18.0], 5NX2FoRdrn, 5694289]
[paragraph, [597.0, 885.0, 474.0, 18.0], 5NX2FoRdrn, 5694289]
[paragraph, [597.0, 903.0, 474.0, 18.0], 5NX2FoRdrn, 5694289]
[paragraph, [597.0, 921.0, 474.0, 18.0], 5NX2FoRdrn, 5694289]
[paragraph, [597.0, 939.0, 474.0, 18.0], 5NX2FoRdrn, 5694289]
[paragraph, [597.0, 957.0, 474.0, 18.0], 5NX2FoRdrn, 5694289]
[paragraph, [597.0, 996.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1014.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1032.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1050.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1068.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1086.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1104.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1122.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1140.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1158.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1176.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1194.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1212.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [597.0, 1230.0, 479.0, 18.0], oANCsRLOYc, 5694289]
[paragraph, [77.0, 1085.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1103.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1121.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1139.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1157.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1175.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1193.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1211.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1229.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
[paragraph, [77.0, 1247.0, 479.0, 18.0], uueU3S1Lq9, 5694289]
