[2280, 1780]
[folio, [91.0, 58.0, 332.0, 36.0], QVWLs7U_uG, 5755151]
[dateline, [151.0, 124.0, 475.0, 64.5], VOJ5cWbJGY, 5755151]
[folio, [1316.0, 136.0, 312.0, 36.0], 9bkG3qYQjb, 5755151]
[section-title, [684.0, 252.0, 490.0, 52.5], v-zTAqas3n, 5755151]
[options, [310.0, 651.0, 1251.0, 36.0], hvDrpDH4A0, 5755151]
[options, [310.0, 687.0, 1251.0, 36.0], hvDrpDH4A0, 5755151]
[options, [310.0, 723.0, 1251.0, 36.0], hvDrpDH4A0, 5755151]
[options, [250.0, 904.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 940.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 976.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1012.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1048.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1084.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1120.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1156.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1192.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1228.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [250.0, 1264.0, 582.0, 36.0], swTV_X-JsM, 5755151]
[options, [910.0, 904.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 940.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 976.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1012.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1048.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1084.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1120.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1156.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1192.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1228.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [910.0, 1264.0, 709.0, 36.0], foySyAexbV, 5755151]
[options, [254.0, 906.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 942.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 978.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1014.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1050.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1086.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1122.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1158.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1194.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1230.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[options, [254.0, 1266.0, 582.0, 36.0], shoonya_4s2JH8Y16X7XGQ, 5755151]
[placeholder-text, [252.0, 1407.0, 1369.0, 18.0], 8MttBmnRTO, 5755151]
[placeholder-text, [252.0, 1425.0, 1369.0, 18.0], 8MttBmnRTO, 5755151]
[placeholder-text, [252.0, 1443.0, 1369.0, 18.0], 8MttBmnRTO, 5755151]
[placeholder-text, [252.0, 1461.0, 1369.0, 18.0], 8MttBmnRTO, 5755151]
[placeholder-text, [252.0, 1479.0, 1369.0, 18.0], 8MttBmnRTO, 5755151]
[placeholder-text, [1041.0, 1610.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1628.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1646.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1664.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1682.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1700.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1718.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1736.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1754.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1772.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1790.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1808.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1826.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1844.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1862.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1880.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1898.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1916.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1041.0, 1934.0, 257.0, 18.0], 2oKcFmuJ1F, 5755151]
[placeholder-text, [1362.0, 1613.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1631.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1649.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1667.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1685.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1703.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1721.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1739.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1757.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1775.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1793.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1811.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1829.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1847.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1865.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1883.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1901.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1919.0, 261.0, 18.0], c49WZ_daef, 5755151]
[placeholder-text, [1362.0, 1937.0, 261.0, 18.0], c49WZ_daef, 5755151]
[options, [249.0, 1624.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1660.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1696.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1732.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1768.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1804.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1840.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1876.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[options, [249.0, 1912.0, 582.0, 36.0], yjlxm9XHJZ, 5755151]
[placeholder-text, [205.0, 1985.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [205.0, 2003.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [205.0, 2021.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [205.0, 2039.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [205.0, 2057.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [205.0, 2075.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [205.0, 2093.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [205.0, 2111.0, 881.0, 18.0], L6Gb8ZbP3u, 5755151]
[placeholder-text, [1072.0, 2090.0, 554.0, 18.0], shoonya_1sBFTRH0E382JU, 5755151]
[placeholder-text, [1072.0, 2108.0, 554.0, 18.0], shoonya_1sBFTRH0E382JU, 5755151]
