[1267, 753]
[folio, [326.0, 92.0, 103.0, 18.0], shoonya_1s6L83MBUPZ1MB, 5699360]
[paragraph, [73.0, 136.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 154.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 172.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 190.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 208.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 226.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 244.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 262.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 280.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 298.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 316.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 334.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 352.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 370.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 388.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 406.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 424.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 442.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 460.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 478.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 496.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 514.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 532.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 550.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 568.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 586.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 604.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 622.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 640.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 658.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 676.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 694.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 712.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 730.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 748.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 766.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 784.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 802.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 820.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 838.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 856.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 874.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 892.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 910.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 928.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 946.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 964.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 982.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1000.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1018.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1036.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1054.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1072.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1090.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1108.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1126.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
[paragraph, [73.0, 1144.0, 612.0, 18.0], shoonya_0sRRN6GDACECCH, 5699360]
