[975, 573]
[chapter-title, [157.0, 15.0, 285.0, 30.0], shoonya_0s5IQLWYY5VEA7, 5776095]
[paragraph, [31.0, 67.0, 540.0, 18.0], rvxp83cf21, 5776095]
[paragraph, [31.0, 85.0, 540.0, 18.0], rvxp83cf21, 5776095]
[paragraph, [31.0, 103.0, 540.0, 18.0], rvxp83cf21, 5776095]
[paragraph, [32.0, 125.0, 539.0, 18.0], 6gUL8hdNhG, 5776095]
[paragraph, [32.0, 143.0, 539.0, 18.0], 6gUL8hdNhG, 5776095]
[paragraph, [32.0, 161.0, 539.0, 18.0], 6gUL8hdNhG, 5776095]
[paragraph, [32.0, 179.0, 539.0, 18.0], 6gUL8hdNhG, 5776095]
[paragraph, [31.0, 206.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 224.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 242.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 260.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 278.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 296.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 314.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 332.0, 539.0, 18.0], uU4h0HPTzK, 5776095]
[paragraph, [31.0, 358.0, 540.0, 18.0], 7Gsm3kuNBv, 5776095]
[paragraph, [31.0, 376.0, 540.0, 18.0], 7Gsm3kuNBv, 5776095]
[paragraph, [31.0, 394.0, 540.0, 18.0], 7Gsm3kuNBv, 5776095]
[paragraph, [31.0, 412.0, 540.0, 18.0], 7Gsm3kuNBv, 5776095]
[paragraph, [34.0, 437.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 455.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 473.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 491.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 509.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 527.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 545.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 563.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 581.0, 537.0, 18.0], YkqC9Ltdzp, 5776095]
[paragraph, [34.0, 613.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 631.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 649.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 667.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 685.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 703.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 721.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 739.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 757.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 775.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 793.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 811.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 829.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 847.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 865.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[paragraph, [34.0, 883.0, 534.0, 18.0], tcOhgKlj-D, 5776095]
[jumpline, [83.0, 890.0, 48.0, 18.0], Lgpder4x1U, 5776095]
