[1667, 1042]
[folio, [749.0, 87.0, 178.0, 36.0], DYLrRNRw1y, 5753096]
[headline, [267.0, 255.0, 474.0, 37.5], kGYE5QvEcR, 5753096]
[paragraph, [77.0, 367.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [77.0, 403.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [77.0, 439.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [77.0, 475.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [77.0, 511.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [77.0, 547.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [77.0, 583.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [77.0, 619.0, 858.0, 36.0], shoonya_2sEK04DD2O97B4, 5753096]
[paragraph, [82.0, 670.0, 850.0, 36.0], shoonya_0sZK6KCPR05YDM, 5753096]
[paragraph, [82.0, 706.0, 850.0, 36.0], shoonya_0sZK6KCPR05YDM, 5753096]
[paragraph, [82.0, 742.0, 850.0, 36.0], shoonya_0sZK6KCPR05YDM, 5753096]
[paragraph, [82.0, 778.0, 850.0, 36.0], shoonya_0sZK6KCPR05YDM, 5753096]
[paragraph, [82.0, 814.0, 850.0, 36.0], shoonya_0sZK6KCPR05YDM, 5753096]
[paragraph, [82.0, 850.0, 850.0, 36.0], shoonya_0sZK6KCPR05YDM, 5753096]
[paragraph, [82.0, 886.0, 850.0, 36.0], shoonya_0sZK6KCPR05YDM, 5753096]
[paragraph, [81.0, 969.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1005.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1041.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1077.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1113.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1149.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1185.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1221.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [81.0, 1257.0, 853.0, 36.0], shoonya_1sAQCA6UWP3CE8, 5753096]
[paragraph, [78.0, 1318.0, 852.0, 36.0], shoonya_4sAJU4J3XYH1PJ, 5753096]
[paragraph, [78.0, 1354.0, 852.0, 36.0], shoonya_4sAJU4J3XYH1PJ, 5753096]
[paragraph, [78.0, 1390.0, 852.0, 36.0], shoonya_4sAJU4J3XYH1PJ, 5753096]
[paragraph, [69.0, 1468.0, 100.0, 36.0], z6nPQ3NXLr, 5753096]
