[2400, 1600]
[website-link, [1248.0, 109.0, 169.0, 18.0], kfA-QvDs05, 5660564]
[website-link, [980.0, 110.0, 245.0, 18.0], shoonya_1s9OLZLFLONEA9, 5660564]
[website-link, [980.0, 128.0, 245.0, 18.0], shoonya_1s9OLZLFLONEA9, 5660564]
[folio, [800.0, 192.0, 558.0, 36.0], XAtIHYCs3e, 5660564]
[paragraph, [148.0, 264.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 300.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 336.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 372.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 408.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 444.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 480.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 516.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 552.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 588.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 624.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 660.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 696.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 732.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 768.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 804.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 840.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 876.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 912.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 948.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 984.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 1020.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 1056.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 1092.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 1128.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [148.0, 1164.0, 1286.0, 36.0], shoonya_2sK3XSEUKQ194G, 5660564]
[paragraph, [149.0, 1223.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1259.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1295.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1331.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1367.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1403.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1439.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1475.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1511.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1547.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1583.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1619.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1655.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1691.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1727.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1763.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1799.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1835.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1871.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1907.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1943.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 1979.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 2015.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [149.0, 2051.0, 1289.0, 36.0], shoonya_0sWHP1SNFL0KCK, 5660564]
[paragraph, [163.0, 2100.0, 1280.0, 36.0], SUe2xrJCmw, 5660564]
[paragraph, [163.0, 2136.0, 1280.0, 36.0], SUe2xrJCmw, 5660564]
[paragraph, [163.0, 2172.0, 1280.0, 36.0], SUe2xrJCmw, 5660564]
[footnote, [291.0, 2288.0, 1018.0, 36.0], awvOBtM3dp, 5660564]
[footnote, [291.0, 2324.0, 1018.0, 36.0], awvOBtM3dp, 5660564]
