[1725, 1313]
[headline, [130.0, 151.0, 812.0, 37.5], shoonya_5sYFOTL5RJMC90, 5771735]
[headline, [130.0, 188.5, 812.0, 37.5], shoonya_5sYFOTL5RJMC90, 5771735]
[headline, [130.0, 226.0, 812.0, 37.5], shoonya_5sYFOTL5RJMC90, 5771735]
[paragraph, [120.0, 344.0, 530.0, 36.0], shoonya_3sU0I83TJZEQAY, 5771735]
[paragraph, [120.0, 380.0, 530.0, 36.0], shoonya_3sU0I83TJZEQAY, 5771735]
[paragraph, [120.0, 416.0, 530.0, 36.0], shoonya_3sU0I83TJZEQAY, 5771735]
[paragraph, [120.0, 452.0, 530.0, 36.0], shoonya_3sU0I83TJZEQAY, 5771735]
[paragraph, [120.0, 488.0, 530.0, 36.0], shoonya_3sU0I83TJZEQAY, 5771735]
[paragraph, [120.0, 524.0, 530.0, 36.0], shoonya_3sU0I83TJZEQAY, 5771735]
[paragraph, [120.0, 560.0, 530.0, 36.0], shoonya_3sU0I83TJZEQAY, 5771735]
[paragraph, [656.0, 389.0, 287.0, 36.0], K6mmOp2VCZ, 5771735]
[paragraph, [656.0, 425.0, 287.0, 36.0], K6mmOp2VCZ, 5771735]
[paragraph, [656.0, 461.0, 287.0, 36.0], K6mmOp2VCZ, 5771735]
[paragraph, [656.0, 497.0, 287.0, 36.0], K6mmOp2VCZ, 5771735]
[paragraph, [656.0, 533.0, 287.0, 36.0], K6mmOp2VCZ, 5771735]
[paragraph, [657.0, 582.0, 538.0, 36.0], tmwd9b2VlN, 5771735]
[paragraph, [657.0, 618.0, 538.0, 36.0], tmwd9b2VlN, 5771735]
[paragraph, [121.0, 626.0, 529.0, 36.0], shoonya_4sBKVXINDIR8UL, 5771735]
[paragraph, [121.0, 662.0, 529.0, 36.0], shoonya_4sBKVXINDIR8UL, 5771735]
[paragraph, [121.0, 698.0, 529.0, 36.0], shoonya_4sBKVXINDIR8UL, 5771735]
[paragraph, [663.0, 651.0, 524.0, 36.0], shoonya_16sVEAH38J3VI9, 5771735]
[paragraph, [663.0, 687.0, 524.0, 36.0], shoonya_16sVEAH38J3VI9, 5771735]
[paragraph, [663.0, 723.0, 524.0, 36.0], shoonya_16sVEAH38J3VI9, 5771735]
[paragraph, [120.0, 766.0, 531.0, 36.0], shoonya_9sRPD15BKIM9K7, 5771735]
[paragraph, [120.0, 802.0, 531.0, 36.0], shoonya_9sRPD15BKIM9K7, 5771735]
[paragraph, [120.0, 838.0, 531.0, 36.0], shoonya_9sRPD15BKIM9K7, 5771735]
[paragraph, [660.0, 788.0, 527.0, 36.0], shoonya_11sQDD4YHYLJ8E, 5771735]
[paragraph, [660.0, 824.0, 527.0, 36.0], shoonya_11sQDD4YHYLJ8E, 5771735]
[paragraph, [660.0, 860.0, 527.0, 36.0], shoonya_11sQDD4YHYLJ8E, 5771735]
[paragraph, [660.0, 896.0, 527.0, 36.0], shoonya_11sQDD4YHYLJ8E, 5771735]
[paragraph, [117.0, 950.0, 535.0, 36.0], shoonya_12s0OFQ4IFFUK3, 5771735]
[paragraph, [117.0, 986.0, 535.0, 36.0], shoonya_12s0OFQ4IFFUK3, 5771735]
[paragraph, [117.0, 1022.0, 535.0, 36.0], shoonya_12s0OFQ4IFFUK3, 5771735]
[paragraph, [117.0, 1058.0, 535.0, 36.0], shoonya_12s0OFQ4IFFUK3, 5771735]
[paragraph, [117.0, 1094.0, 535.0, 36.0], shoonya_12s0OFQ4IFFUK3, 5771735]
[paragraph, [663.0, 958.0, 533.0, 36.0], 0EbIVh5lSv, 5771735]
[paragraph, [663.0, 994.0, 533.0, 36.0], 0EbIVh5lSv, 5771735]
[paragraph, [663.0, 1030.0, 533.0, 36.0], 0EbIVh5lSv, 5771735]
[paragraph, [663.0, 1066.0, 533.0, 36.0], 0EbIVh5lSv, 5771735]
[paragraph, [663.0, 1102.0, 533.0, 36.0], 0EbIVh5lSv, 5771735]
[paragraph, [661.0, 1158.0, 529.0, 36.0], shoonya_10s0P2XV7RWCWC, 5771735]
[paragraph, [661.0, 1194.0, 529.0, 36.0], shoonya_10s0P2XV7RWCWC, 5771735]
[paragraph, [119.0, 1164.0, 531.0, 36.0], j6ulWXlMwn, 5771735]
[paragraph, [119.0, 1200.0, 531.0, 36.0], j6ulWXlMwn, 5771735]
[folio, [587.0, 1579.0, 133.0, 36.0], shoonya_2sA3CUPJIWKU1C, 5771735]
[folio, [70.0, 1670.0, 311.0, 36.0], shoonya_8sQ6P9QSWIRS1O, 5771735]
