[1162, 749]
[folio, [323.0, 72.0, 87.0, 18.0], KwpxonYkEM, 5700009]
[paragraph, [75.0, 121.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 139.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 157.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 175.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 193.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 211.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 229.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 247.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 265.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 283.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 301.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 319.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 337.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 355.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 373.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 391.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 409.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 427.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 445.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 463.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 481.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 499.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 517.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 535.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 553.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 571.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 589.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 607.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 625.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 643.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 661.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 679.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 697.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 715.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 733.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 751.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 769.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 787.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 805.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 823.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 841.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 859.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 877.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 895.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 913.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 931.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 949.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 967.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 985.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 1003.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 1021.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 1039.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 1057.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
[paragraph, [75.0, 1075.0, 599.0, 18.0], shoonya_0s487N330RTBMQ, 5700009]
