[1257, 855]
[paragraph, [49.0, 20.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 38.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 56.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 74.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 92.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 110.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 128.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 146.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 164.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 182.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 200.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 218.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 236.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 254.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 272.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 290.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 308.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 326.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 344.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 362.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 380.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 398.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 416.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 434.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 452.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 470.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 488.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 506.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 524.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 542.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 560.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 578.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [49.0, 596.0, 784.0, 18.0], shoonya_0sJXK2Q7LONS0J, 5750684]
[paragraph, [32.0, 619.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 637.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 655.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 673.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 691.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 709.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 727.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 745.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 763.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 781.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 799.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 817.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 835.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 853.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 871.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 889.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 907.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 925.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 943.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 961.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 979.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 997.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1015.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1033.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1051.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1069.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1087.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1105.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1123.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1141.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1159.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
[paragraph, [32.0, 1177.0, 776.0, 18.0], shoonya_1sJNCZP0RNNHRG, 5750684]
