[567, 454]
[chapter-title, [281.0, 133.0, 135.0, 30.0], pjjE3_Og_Y, 6459370]
[paragraph, [233.0, 188.0, 187.0, 18.0], shoonya_2s4WUW87Z1D088, 6459370]
[paragraph, [233.0, 206.0, 187.0, 18.0], shoonya_2s4WUW87Z1D088, 6459370]
[paragraph, [233.0, 224.0, 187.0, 18.0], shoonya_2s4WUW87Z1D088, 6459370]
[paragraph, [233.0, 242.0, 187.0, 18.0], shoonya_2s4WUW87Z1D088, 6459370]
[paragraph, [233.0, 260.0, 187.0, 18.0], shoonya_2s4WUW87Z1D088, 6459370]
[paragraph, [42.0, 189.0, 187.0, 18.0], shoonya_1sVJN6LVWPDT4S, 6459370]
[paragraph, [42.0, 207.0, 187.0, 18.0], shoonya_1sVJN6LVWPDT4S, 6459370]
[paragraph, [42.0, 225.0, 187.0, 18.0], shoonya_1sVJN6LVWPDT4S, 6459370]
[paragraph, [42.0, 243.0, 187.0, 18.0], shoonya_1sVJN6LVWPDT4S, 6459370]
[paragraph, [42.0, 261.0, 187.0, 18.0], shoonya_1sVJN6LVWPDT4S, 6459370]
[paragraph, [42.0, 279.0, 187.0, 18.0], shoonya_1sVJN6LVWPDT4S, 6459370]
[paragraph, [232.0, 296.0, 191.0, 18.0], shoonya_7s9977US97UZ0W, 6459370]
[paragraph, [232.0, 314.0, 191.0, 18.0], shoonya_7s9977US97UZ0W, 6459370]
[paragraph, [232.0, 332.0, 191.0, 18.0], shoonya_7s9977US97UZ0W, 6459370]
[paragraph, [41.0, 298.0, 188.0, 18.0], shoonya_5s6VQW6YHGBIWE, 6459370]
[paragraph, [41.0, 316.0, 188.0, 18.0], shoonya_5s6VQW6YHGBIWE, 6459370]
[paragraph, [41.0, 334.0, 188.0, 18.0], shoonya_5s6VQW6YHGBIWE, 6459370]
[paragraph, [41.0, 352.0, 188.0, 18.0], shoonya_5s6VQW6YHGBIWE, 6459370]
[paragraph, [41.0, 370.0, 188.0, 18.0], shoonya_5s6VQW6YHGBIWE, 6459370]
[paragraph, [41.0, 388.0, 188.0, 18.0], shoonya_5s6VQW6YHGBIWE, 6459370]
[paragraph, [229.0, 367.0, 193.0, 18.0], shoonya_6sUWWEH7JEP7N4, 6459370]
[paragraph, [229.0, 385.0, 193.0, 18.0], shoonya_6sUWWEH7JEP7N4, 6459370]
[paragraph, [229.0, 403.0, 193.0, 18.0], shoonya_6sUWWEH7JEP7N4, 6459370]
[paragraph, [229.0, 421.0, 193.0, 18.0], shoonya_6sUWWEH7JEP7N4, 6459370]
[paragraph, [229.0, 439.0, 193.0, 18.0], shoonya_6sUWWEH7JEP7N4, 6459370]
[paragraph, [229.0, 457.0, 193.0, 18.0], shoonya_6sUWWEH7JEP7N4, 6459370]
[paragraph, [229.0, 475.0, 193.0, 18.0], shoonya_6sUWWEH7JEP7N4, 6459370]
[paragraph, [42.0, 406.0, 191.0, 18.0], G7uKhIOm2G, 6459370]
[paragraph, [42.0, 424.0, 191.0, 18.0], G7uKhIOm2G, 6459370]
[paragraph, [43.0, 456.0, 187.0, 18.0], 9SnSSO2Iqy, 6459370]
[paragraph, [43.0, 474.0, 187.0, 18.0], 9SnSSO2Iqy, 6459370]
[folio, [201.0, 505.0, 59.0, 18.0], tpJeY2geDO, 6459370]
